sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fv5,Fv6,Fv7,Fv8,Fv9
Fc0C1Fc1C1Fv5V2LQS30,S,C1,C3,C2,C1,C0,2,0,0,6,0
Fc0C1Fc1C1Fv5V2LQS31,S,C0,C0,C0,C0,C9,2,0,6,0,0
Fc0C1Fc1C1Fv5V3LRS7,Q,C0,C2,C3,C0,C0,3,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS8,T,C0,C0,C1,C3,C5,2,0,0,0,8
Fc0C1Fc1C1Fv5V3LRS9,R,C2,C0,C0,C0,C0,3,0,9,0,0
Fc0C1Fc1C1Fv5V3LRS10,T,C3,C0,C0,C0,C0,2,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS11,Q,C0,C0,C9,C3,C0,2,5,0,0,0
Fc0C1Fc1C1Fv5V3LRS12,P,C7,C8,C0,C2,C9,2,5,0,0,0
Fc0C1Fc1C1Fv5V3LRS13,S,C9,C0,C0,C2,C2,6,3,0,6,0
Fc0C1Fc1C1Fv5V3LRS14,R,C0,C7,C0,C7,C0,2,1,2,4,4
Fc0C1Fc1C1Fv5V3LRS15,T,C1,C0,C3,C0,C3,2,6,0,8,0
Fc0C1Fc1C1Fv5V3LRS16,Q,C3,C2,C3,C0,C8,2,5,0,0,0
Fc0C1Fc1C1Fv5V3LRS17,R,C1,C1,C0,C5,C1,3,3,5,0,0
Fc0C1Fc1C1Fv5V3LRS18,P,C2,C8,C0,C6,C1,2,0,6,0,0
Fc0C1Fc1C1Fv5V3LRS19,Q,C9,C1,C2,C2,C6,2,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS20,V,C6,C0,C0,C1,C1,2,0,3,0,6
Fc0C1Fc1C1Fv5V3LRS21,Q,C1,C0,C9,C0,C3,2,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS22,P,C0,C0,C0,C0,C0,4,1,4,0,6
Fc0C1Fc1C1Fv5V3LRS23,T,C0,C7,C0,C3,C2,2,0,0,6,0
Fc0C1Fc1C1Fv5V3LRS24,T,C2,C0,C2,C1,C0,2,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS25,Q,C3,C1,C5,C0,C0,3,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS27,Q,C0,C0,C8,C2,C0,2,5,0,8,0
Fc0C1Fc1C1Fv5V3LRS28,P,C3,C0,C0,C0,C8,2,0,0,7,0
Fc0C1Fc1C1Fv5V3LRS29,Q,C0,C0,C8,C1,C5,2,0,0,6,0
Fc0C1Fc1C1Fv5V3LRS30,P,C0,C9,C6,C1,C2,3,0,0,0,0
Fc0C1Fc1C1Fv5V3LRS31,P,C2,C0,C0,C1,C3,2,0,0,5,0
Fc0C1Fc1C1Fv6V1LSS7,R,C0,C3,C0,C1,C0,0,1,0,0,0
Fc0C1Fc1C1Fv6V1LSS8,Q,C2,C3,C2,C5,C0,0,1,0,0,0
Fc0C1Fc1C1Fv6V1LSS9,R,C7,C0,C4,C0,C2,0,0,0,7,0
Fc0C1Fc1C1Fv6V1LSS10,P,C2,C0,C0,C0,C2,5,1,6,2,0
Fc0C1Fc1C1Fv6V1LSS11,T,C3,C0,C4,C3,C0,0,0,8,0,0
Fc0C1Fc1C1Fv6V1LSS12,P,C3,C1,C0,C2,C0,0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS13,S,C2,C0,C0,C3,C0,0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS14,P,C0,C8,C3,C8,C3,1,1,8,5,0
Fc0C1Fc1C1Fv6V1LSS15,P,C6,C0,C1,C0,C1,0,0,7,0,0
Fc0C1Fc1C1Fv6V1LSS16,R,C2,C2,C0,C0,C0,0,0,0,3,0
Fc0C1Fc1C1Fv6V1LSS17,R,C0,C0,C0,C1,C1,0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS18,S,C1,C0,C0,C7,C5,7,1,0,0,0
Fc0C1Fc1C1Fv6V1LSS19,T,C1,C0,C1,C2,C7,1,1,7,1,0
Fc0C1Fc1C1Fv6V1LSS20,V,C0,C0,C1,C4,C0,5,0,0,0,3
Fc0C1Fc1C1Fv6V1LSS21,Q,C1,C0,C0,C0,C3,0,0,0,0,5
Fc0C1Fc1C1Fv6V1LSS22,S,C3,C0,C0,C9,C2,0,1,4,0,0
Fc0C1Fc1C1Fv6V1LSS23,P,C5,C1,C2,C2,C0,0,0,7,0,0
Fc0C1Fc1C1Fv6V1LSS24,P,C0,C3,C8,C0,C1,0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS25,V,C9,C2,C9,C1,C0,0,0,6,0,0
Fc0C1Fc1C1Fv6V1LSS26,V,C9,C7,C1,C9,C0,5,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS27,R,C0,C0,C0,C0,C3,6,1,0,0,0
Fc0C1Fc1C1Fv6V1LSS28,T,C0,C0,C1,C0,C0,0,1,5,5,0
Fc0C1Fc1C1Fv6V1LSS29,P,C2,C2,C3,C1,C4,0,0,0,0,5
Fc0C1Fc1C1Fv6V1LSS30,P,C0,C9,C2,C3,C0,0,1,0,0,0
Fc0C1Fc1C1Fv6V1LSS31,P,C2,C3,C8,C0,C2,8,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS7,P,C0,C3,C2,C0,C0,0,2,0,0,0
Fc0C1Fc1C1Fv6V2LPS8,S,C1,C1,C0,C2,C0,0,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS9,P,C0,C0,C2,C1,C0,6,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS10,P,C1,C0,C6,C1,C0,0,2,0,0,0
Fc0C1Fc1C1Fv6V2LPS11,P,C2,C1,C9,C1,C0,0,1,0,0,8
Fc0C1Fc1C1Fv6V2LPS12,P,C0,C0,C0,C0,C1,0,1,0,6,0
Fc0C1Fc1C1Fv6V2LPS13,P,C0,C0,C2,C0,C9,8,1,7,0,0
Fc0C1Fc1C1Fv6V2LPS14,Q,C3,C0,C0,C9,C0,0,2,0,0,0
Fc0C1Fc1C1Fv6V2LPS15,S,C0,C2,C0,C0,C6,7,0,6,1,0
Fc0C1Fc1C1Fv6V2LPS16,P,C2,C1,C3,C0,C0,6,1,6,1,0
Fc0C1Fc1C1Fv6V2LPS18,Q,C2,C3,C0,C3,C2,0,1,0,6,0
Fc0C1Fc1C1Fv6V2LPS19,Q,C0,C3,C0,C8,C0,8,1,0,7,6
Fc0C1Fc1C1Fv6V2LPS20,Q,C3,C3,C3,C0,C8,7,2,0,0,0
Fc0C1Fc1C1Fv6V2LPS21,Q,C2,C8,C3,C4,C0,0,2,0,7,0
Fc0C1Fc1C1Fv6V2LPS22,P,C3,C3,C0,C1,C0,4,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS23,S,C2,C5,C8,C0,C0,0,2,0,4,9
Fc0C1Fc1C1Fv6V2LPS24,P,C1,C2,C0,C0,C0,0,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS25,P,C0,C3,C1,C0,C0,8,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS26,V,C0,C0,C0,C4,C3,7,1,0,0,0
Fc0C1Fc1C1Fv6V2LPS27,V,C2,C2,C0,C0,C9,0,1,0,0,6
Fc0C1Fc1C1Fv6V2LPS28,Q,C0,C5,C0,C0,C2,0,1,0,3,4
Fc0C1Fc1C1Fv6V2LPS29,P,C1,C2,C0,C0,C9,0,2,0,0,0
Fc0C1Fc1C1Fv6V2LPS30,V,C3,C0,C0,C3,C3,4,2,0,2,0
Fc0C1Fc1C1Fv6V2LPS31,Q,C3,C0,C3,C0,C2,0,2,0,0,9
Fc0C1Fc1C1Fv6V3LQS7,Q,C5,C1,C8,C0,C0,1,2,7,4,8
Fc0C1Fc1C1Fv6V3LQS8,P,C2,C0,C2,C8,C0,0,3,7,0,0
Fc0C1Fc1C1Fv6V3LQS9,P,C1,C0,C0,C6,C3,0,2,5,0,0
Fc0C1Fc1C1Fv6V3LQS10,Q,C2,C2,C2,C0,C5,0,3,0,0,7
Fc0C1Fc1C1Fv6V3LQS11,T,C1,C0,C3,C3,C0,0,3,8,0,0
Fc0C1Fc1C1Fv6V3LQS12,S,C0,C9,C2,C0,C2,6,3,0,0,5
Fc0C1Fc1C1Fv6V3LQS13,P,C7,C0,C0,C0,C6,0,2,5,0,0
Fc0C1Fc1C1Fv6V3LQS14,P,C0,C0,C0,C2,C0,6,3,0,0,0
Fc0C1Fc1C1Fv6V3LQS15,R,C0,C3,C3,C0,C0,0,3,0,0,0
Fc0C1Fc1C1Fv6V3LQS16,P,C1,C1,C1,C2,C0,0,2,0,0,7
Fc0C1Fc1C1Fv6V3LQS17,P,C0,C1,C0,C8,C0,0,2,0,0,0
Fc0C1Fc1C1Fv6V3LQS18,Q,C0,C0,C0,C0,C3,5,3,3,2,0
Fc0C1Fc1C1Fv6V3LQS19,R,C0,C3,C2,C1,C3,0,2,0,0,0
Fc0C1Fc1C1Fv6V3LQS20,P,C1,C0,C8,C0,C0,0,3,0,0,5
Fc0C1Fc1C1Fv6V3LQS21,T,C1,C2,C3,C9,C2,0,2,0,5,0
Fc0C1Fc1C1Fv6V3LQS22,P,C0,C6,C0,C0,C1,0,3,7,0,0
Fc0C1Fc1C1Fv6V3LQS23,P,C8,C0,C2,C0,C3,0,2,0,0,0
Fc0C1Fc1C1Fv6V3LQS24,T,C9,C0,C0,C0,C2,0,3,0,0,0
Fc0C1Fc1C1Fv6V3LQS25,R,C0,C2,C1,C2,C1,0,1,1,8,4
Fc0C1Fc1C1Fv6V3LQS26,R,C0,C0,C0,C2,C0,7,3,0,0,0
Fc0C1Fc1C1Fv6V3LQS27,P,C0,C0,C2,C2,C0,0,3,0,0,0
Fc0C1Fc1C1Fv6V3LQS29,R,C0,C0,C2,C0,C2,0,2,0,8,0
Fc0C1Fc1C1Fv6V3LQS30,R,C3,C3,C0,C2,C3,0,3,4,0,0
Fc0C1Fc1C1Fv6V3LQS31,Q,C0,C1,C0,C1,C0,0,3,0,0,0
Fc0C1Fc1C1Fv7V1LRS7,Q,C2,C0,C9,C0,C1,7,0,0,0,0
Fc0C1Fc1C1Fv7V1LRS8,Q,C0,C1,C2,C2,C1,6,0,0,0,0
Fc0C1Fc1C1Fv7V1LRS10,R,C0,C0,C0,C0,C0,4,0,1,0,0
Fc0C1Fc1C1Fv7V1LRS11,Q,C9,C5,C0,C0,C0,0,0,1,0,0
Fc0C1Fc1C1Fv7V1LRS12,S,C2,C0,C0,C0,C2,0,0,1,4,0
Fc0C1Fc1C1Fv7V1LRS13,S,C3,C5,C3,C3,C0,0,0,1,5,0
Fc0C1Fc1C1Fv7V1LRS14,V,C1,C4,C0,C2,C8,0,3,0,0,0
Fc0C1Fc1C1Fv7V1LRS15,P,C8,C0,C0,C0,C3,8,3,0,6,0
Fc0C1Fc1C1Fv7V1LRS16,R,C0,C2,C3,C0,C0,0,0,0,5,7
Fc0C1Fc1C1Fv7V1LRS17,R,C0,C2,C1,C0,C1,0,0,0,0,9
Fc0C1Fc1C1Fv7V1LRS18,Q,C3,C0,C3,C4,C0,0,4,0,7,0
Fc0C1Fc1C1Fv7V1LRS19,Q,C0,C9,C2,C0,C7,8,0,1,0,0
Fc0C1Fc1C1Fv7V1LRS20,R,C3,C0,C0,C0,C0,0,2,1,0,6
Fc0C1Fc1C1Fv7V1LRS23,Q,C0,C1,C0,C7,C0,6,0,0,0,0
Fc0C1Fc1C1Fv7V1LRS24,V,C0,C0,C1,C2,C0,0,0,0,6,0
Fc0C1Fc1C1Fv7V1LRS25,P,C2,C1,C0,C1,C0,0,0,1,4,0
Fc0C1Fc1C1Fv7V1LRS26,R,C0,C0,C0,C3,C0,0,7,0,0,0
Fc0C1Fc1C1Fv7V1LRS27,R,C8,C7,C3,C7,C0,3,7,1,0,6
Fc0C1Fc1C1Fv7V1LRS29,S,C0,C3,C3,C1,C3,0,6,0,0,0
Fc0C1Fc1C1Fv7V1LRS30,P,C0,C4,C3,C2,C6,0,0,0,4,0
Fc0C1Fc1C1Fv7V1LRS31,S,C3,C0,C2,C5,C0,8,0,0,0,0
Fc0C1Fc1C1Fv7V2LPS7,T,C2,C0,C1,C0,C0,0,0,2,0,0
Fc0C1Fc1C1Fv7V2LPS8,P,C0,C6,C8,C9,C9,0,0,2,0,7
Fc0C1Fc1C1Fv7V2LPS9,S,C2,C0,C0,C0,C0,0,0,1,0,0
Fc0C1Fc1C1Fv7V2LPS10,P,C3,C1,C1,C0,C0,0,0,2,0,0
Fc0C1Fc1C1Fv7V2LPS11,Q,C6,C0,C0,C1,C0,7,0,1,0,4
Fc0C1Fc1C1Fv7V2LPS12,S,C8,C8,C2,C1,C6,4,2,2,1,1
Fc0C1Fc1C1Fv7V2LPS13,P,C1,C0,C0,C0,C2,0,0,2,6,0
Fc0C1Fc1C1Fv7V2LPS14,Q,C0,C0,C0,C8,C0,3,3,2,4,1
Fc0C1Fc1C1Fv7V2LPS15,P,C1,C0,C2,C0,C2,0,0,1,0,0
Fc0C1Fc1C1Fv7V2LPS16,P,C0,C0,C1,C0,C1,3,0,2,2,0
Fc0C1Fc1C1Fv7V2LPS17,Q,C0,C0,C3,C3,C7,0,5,1,1,8
Fc0C1Fc1C1Fv7V2LPS18,R,C1,C0,C0,C0,C0,0,8,2,1,0
Fc0C1Fc1C1Fv7V2LPS19,Q,C0,C0,C0,C2,C0,0,3,1,0,7
Fc0C1Fc1C1Fv7V2LPS20,S,C1,C8,C0,C1,C9,0,0,1,0,0
Fc0C1Fc1C1Fv7V2LPS22,R,C2,C2,C6,C9,C2,7,0,1,0,0
Fc0C1Fc1C1Fv7V2LPS23,V,C4,C0,C0,C0,C3,0,1,2,4,6
Fc0C1Fc1C1Fv7V2LPS24,P,C0,C0,C0,C0,C1,0,9,1,0,0
Fc0C1Fc1C1Fv7V2LPS25,R,C0,C6,C3,C2,C9,4,0,2,0,9
Fc0C1Fc1C1Fv7V2LPS26,P,C0,C0,C0,C0,C7,0,0,1,0,6
Fc0C1Fc1C1Fv7V2LPS27,S,C0,C2,C0,C3,C0,0,0,2,6,0
Fc0C1Fc1C1Fv7V2LPS29,R,C0,C1,C1,C1,C3,0,4,2,0,0
Fc0C1Fc1C1Fv7V3LQS7,P,C0,C3,C0,C2,C3,0,0,3,4,4
Fc0C1Fc1C1Fv7V3LQS8,T,C0,C1,C1,C3,C0,0,6,3,0,0
Fc0C1Fc1C1Fv7V3LQS9,T,C0,C0,C3,C2,C3,0,0,2,0,5
Fc0C1Fc1C1Fv7V3LQS11,R,C0,C2,C0,C0,C5,0,3,3,3,4
Fc0C1Fc1C1Fv7V3LQS12,Q,C3,C3,C1,C0,C3,0,0,2,0,0
Fc0C1Fc1C1Fv7V3LQS13,S,C0,C3,C0,C0,C2,0,0,3,0,0
Fc0C1Fc1C1Fv7V3LQS14,V,C0,C1,C0,C2,C3,0,0,3,0,0
Fc0C1Fc1C1Fv7V3LQS15,Q,C2,C6,C9,C0,C0,0,0,3,0,0
Fc0C1Fc1C1Fv7V3LQS16,Q,C2,C0,C6,C0,C0,0,0,2,5,0
Fc0C1Fc1C1Fv7V3LQS17,P,C0,C0,C3,C2,C0,0,0,2,0,0
Fc0C1Fc1C1Fv7V3LQS18,Q,C0,C0,C9,C1,C0,0,7,4,3,0
Fc0C1Fc1C1Fv7V3LQS19,T,C0,C1,C1,C0,C1,0,0,2,0,9
Fc0C1Fc1C1Fv7V3LQS20,Q,C0,C0,C4,C2,C0,0,8,3,0,0
Fc0C1Fc1C1Fv7V3LQS21,R,C0,C0,C2,C3,C3,8,0,3,0,0
Fc0C1Fc1C1Fv7V3LQS22,R,C0,C7,C3,C2,C4,8,0,3,0,0
Fc0C1Fc1C1Fv7V3LQS23,Q,C0,C0,C0,C0,C3,0,0,3,0,6
Fc0C1Fc1C1Fv7V3LQS24,Q,C0,C0,C3,C9,C2,0,2,2,4,0
Fc0C1Fc1C1Fv7V3LQS25,S,C9,C3,C1,C0,C3,0,0,2,5,0
Fc0C1Fc1C1Fv7V3LQS26,R,C2,C3,C9,C0,C8,0,5,3,0,0
Fc0C1Fc1C1Fv7V3LQS28,P,C5,C0,C0,C0,C3,0,0,3,3,9
Fc0C1Fc1C1Fv7V3LQS29,Q,C0,C3,C0,C0,C0,9,6,2,0,0
Fc0C1Fc1C1Fv7V3LQS30,Q,C0,C0,C1,C0,C7,0,0,2,0,0
Fc0C1Fc1C1Fv7V3LQS31,Q,C1,C2,C5,C0,C0,0,0,2,0,8
Fc0C1Fc1C1Fv8V1LPS7,V,C5,C2,C0,C0,C1,0,0,0,1,0
Fc0C1Fc1C1Fv8V1LPS8,V,C0,C2,C8,C0,C0,0,0,0,1,0
Fc0C1Fc1C1Fv8V1LPS9,S,C1,C4,C1,C2,C9,7,2,0,0,5
Fc0C1Fc1C1Fv8V1LPS10,Q,C0,C1,C2,C3,C3,0,0,0,0,0
Fc0C1Fc1C1Fv8V1LPS11,Q,C0,C6,C0,C0,C5,0,0,6,0,0
Fc0C1Fc1C1Fv8V1LPS12,T,C9,C3,C0,C3,C1,7,0,0,1,0
Fc0C1Fc1C1Fv8V1LPS13,T,C0,C0,C8,C3,C0,0,7,0,0,0
Fc0C1Fc1C1Fv8V1LPS15,T,C3,C0,C1,C5,C0,0,8,3,6,0
Fc0C1Fc1C1Fv8V1LPS16,P,C2,C1,C0,C9,C0,0,5,0,1,5
Fc0C1Fc1C1Fv8V1LPS17,Q,C1,C0,C0,C2,C0,0,0,2,1,3
Fc0C1Fc1C1Fv8V1LPS18,R,C0,C0,C2,C3,C0,0,2,3,1,9
Fc0C1Fc1C1Fv8V1LPS19,P,C2,C9,C0,C9,C1,0,0,8,0,0
Fc0C1Fc1C1Fv8V1LPS20,R,C3,C0,C1,C0,C0,0,4,5,0,0
Fc0C1Fc1C1Fv8V1LPS21,R,C0,C0,C0,C1,C5,0,0,0,0,0
Fc0C1Fc1C1Fv8V1LPS22,Q,C0,C0,C0,C3,C0,0,0,0,1,0
Fc0C1Fc1C1Fv8V1LPS24,P,C0,C0,C0,C2,C0,0,0,0,1,0
Fc0C1Fc1C1Fv8V1LPS25,R,C2,C6,C3,C1,C0,0,2,0,2,5
Fc0C1Fc1C1Fv8V1LPS27,R,C1,C0,C3,C0,C0,0,3,2,1,4
Fc0C1Fc1C1Fv8V1LPS28,T,C0,C0,C0,C0,C5,0,0,0,0,0
Fc0C1Fc1C1Fv8V1LPS29,Q,C2,C6,C1,C3,C0,0,6,6,1,0
Fc0C1Fc1C1Fv8V1LPS30,Q,C2,C3,C1,C9,C6,0,0,3,1,0
Fc0C1Fc1C1Fv8V1LPS31,T,C6,C2,C0,C0,C4,0,0,0,1,0
Fc0C1Fc1C1Fv8V2LVS7,R,C8,C2,C3,C1,C0,0,0,0,1,0
Fc0C1Fc1C1Fv8V2LVS8,P,C1,C6,C7,C0,C5,0,0,0,2,0
Fc0C1Fc1C1Fv8V2LVS9,Q,C0,C0,C6,C1,C0,0,0,0,1,0
Fc0C1Fc1C1Fv8V2LVS10,V,C0,C0,C1,C2,C3,0,9,0,1,0
Fc0C1Fc1C1Fv8V2LVS11,P,C3,C3,C0,C2,C0,0,5,5,1,1
Fc0C1Fc1C1Fv8V2LVS12,V,C4,C3,C2,C9,C0,1,4,6,1,0
Fc0C1Fc1C1Fv8V2LVS13,Q,C1,C0,C1,C3,C0,7,6,0,1,0
Fc0C1Fc1C1Fv8V2LVS14,R,C1,C0,C0,C0,C1,0,0,0,2,0
Fc0C1Fc1C1Fv8V2LVS15,P,C0,C0,C3,C0,C0,2,4,4,1,1
Fc0C1Fc1C1Fv8V2LVS16,Q,C3,C0,C2,C0,C3,0,0,0,1,8
Fc0C1Fc1C1Fv8V2LVS17,P,C0,C0,C3,C2,C3,0,0,5,0,3
Fc0C1Fc1C1Fv8V2LVS18,R,C0,C0,C1,C0,C0,0,0,0,2,6
Fc0C1Fc1C1Fv8V2LVS20,T,C0,C0,C3,C0,C7,6,0,0,2,0
Fc0C1Fc1C1Fv8V2LVS21,T,C0,C5,C0,C2,C3,5,7,0,1,0
Fc0C1Fc1C1Fv8V2LVS22,V,C0,C1,C8,C0,C0,0,0,0,2,0
Fc0C1Fc1C1Fv8V2LVS23,P,C1,C6,C5,C2,C0,5,0,0,1,0
Fc0C1Fc1C1Fv8V2LVS25,T,C0,C0,C2,C2,C0,7,0,0,1,0
Fc0C1Fc1C1Fv8V2LVS26,R,C6,C9,C2,C0,C2,0,0,8,2,0
Fc0C1Fc1C1Fv8V2LVS27,Q,C0,C0,C2,C3,C0,0,0,8,1,0
Fc0C1Fc1C1Fv8V2LVS28,Q,C0,C0,C0,C0,C1,0,4,0,2,0
Fc0C1Fc1C1Fv8V2LVS29,P,C1,C0,C0,C6,C3,0,0,0,2,0
Fc0C1Fc1C1Fv8V2LVS30,V,C0,C0,C0,C6,C2,0,0,4,1,0
Fc0C1Fc1C1Fv8V2LVS31,R,C0,C1,C3,C2,C0,0,4,0,1,4
Fc0C1Fc1C1Fv8V3LPS7,S,C0,C3,C0,C0,C1,0,0,0,2,6
Fc0C1Fc1C1Fv8V3LPS8,P,C0,C1,C3,C0,C0,0,0,0,3,0
Fc0C1Fc1C1Fv8V3LPS9,T,C0,C0,C0,C0,C7,0,9,0,2,0
Fc0C1Fc1C1Fv8V3LPS10,S,C0,C0,C0,C1,C6,3,9,0,2,0
Fc0C1Fc1C1Fv8V3LPS11,S,C8,C0,C0,C4,C1,0,0,0,2,6
Fc0C1Fc1C1Fv8V3LPS12,R,C0,C2,C6,C0,C7,0,0,9,3,0
Fc0C1Fc1C1Fv8V3LPS14,Q,C2,C3,C0,C2,C1,0,0,0,3,0
Fc0C1Fc1C1Fv8V3LPS15,Q,C5,C3,C1,C3,C0,4,0,0,1,9
Fc0C1Fc1C1Fv8V3LPS16,Q,C0,C0,C0,C0,C0,0,0,0,3,8
Fc0C1Fc1C1Fv8V3LPS17,P,C3,C0,C0,C0,C1,0,0,7,3,0
Fc0C1Fc1C1Fv8V3LPS18,P,C8,C0,C7,C4,C2,0,0,0,2,0
Fc0C1Fc1C1Fv8V3LPS19,P,C0,C4,C0,C0,C0,0,0,7,2,0
Fc0C1Fc1C1Fv8V3LPS20,R,C0,C1,C0,C0,C0,0,3,0,1,8
Fc0C1Fc1C1Fv8V3LPS21,Q,C3,C1,C5,C0,C3,0,6,0,2,0
Fc0C1Fc1C1Fv8V3LPS22,Q,C1,C1,C2,C3,C0,0,0,8,2,0
Fc0C1Fc1C1Fv8V3LPS23,T,C3,C6,C0,C0,C0,0,0,0,2,0
Fc0C1Fc1C1Fv8V3LPS24,Q,C0,C0,C0,C0,C0,0,0,0,3,0
Fc0C1Fc1C1Fv8V3LPS25,S,C5,C2,C2,C4,C0,1,7,1,3,3
Fc0C1Fc1C1Fv8V3LPS26,S,C1,C3,C5,C0,C9,0,0,6,2,0
Fc0C1Fc1C1Fv8V3LPS27,S,C0,C1,C0,C3,C1,0,0,0,2,6
Fc0C1Fc1C1Fv8V3LPS28,P,C1,C2,C0,C1,C0,0,6,0,3,0
Fc0C1Fc1C1Fv8V3LPS29,P,C0,C0,C7,C3,C6,0,8,0,2,0
Fc0C1Fc1C1Fv8V3LPS30,S,C0,C9,C0,C9,C0,0,3,0,3,0
Fc0C1Fc1C1Fv8V3LPS31,R,C2,C0,C2,C2,C0,0,0,0,2,0
Fc0C1Fc1C1Fv9V1LQS8,S,C2,C2,C2,C3,C9,0,0,0,0,1
Fc0C1Fc1C1Fv9V1LQS9,Q,C2,C2,C0,C6,C2,0,0,7,0,1
Fc0C1Fc1C1Fv9V1LQS10,P,C1,C0,C2,C3,C2,0,0,0,4,1
Fc0C1Fc1C1Fv9V1LQS11,Q,C0,C0,C0,C2,C0,0,0,7,0,0
Fc0C1Fc1C1Fv9V1LQS12,V,C1,C0,C0,C0,C3,0,2,8,0,2
Fc0C1Fc1C1Fv9V1LQS13,Q,C0,C1,C0,C3,C0,0,0,0,0,0
Fc0C1Fc1C1Fv9V1LQS14,Q,C5,C1,C3,C3,C1,6,0,0,0,0
Fc0C1Fc1C1Fv9V1LQS15,Q,C0,C7,C0,C0,C8,0,0,0,0,0
Fc0C1Fc1C1Fv9V1LQS16,R,C3,C2,C1,C0,C0,0,7,0,0,0
Fc0C1Fc1C1Fv9V1LQS17,R,C0,C2,C1,C0,C2,0,0,0,0,1
Fc0C1Fc1C1Fv9V1LQS18,S,C0,C2,C2,C1,C1,7,0,0,0,0
Fc0C1Fc1C1Fv9V1LQS19,P,C0,C0,C0,C6,C0,0,0,6,0,1
Fc0C1Fc1C1Fv9V1LQS20,V,C0,C2,C1,C0,C0,0,5,0,0,1
Fc0C1Fc1C1Fv9V1LQS21,P,C0,C3,C8,C0,C1,0,0,0,8,0
Fc0C1Fc1C1Fv9V1LQS22,T,C0,C0,C6,C0,C1,0,5,0,0,0
Fc0C1Fc1C1Fv9V1LQS23,Q,C0,C5,C2,C2,C0,0,8,0,0,1
Fc0C1Fc1C1Fv9V1LQS24,R,C0,C0,C0,C0,C0,0,7,0,0,0
Fc0C1Fc1C1Fv9V1LQS25,Q,C0,C0,C0,C0,C2,0,6,0,0,1
Fc0C1Fc1C1Fv9V1LQS26,V,C3,C1,C0,C4,C2,0,9,0,2,1
Fc0C1Fc1C1Fv9V1LQS27,P,C0,C0,C3,C0,C0,0,0,0,0,0
Fc0C1Fc1C1Fv9V1LQS28,R,C1,C2,C3,C2,C0,0,1,7,0,1
Fc0C1Fc1C1Fv9V1LQS29,R,C9,C3,C9,C3,C6,0,0,8,5,0
Fc0C1Fc1C1Fv9V1LQS30,R,C1,C0,C6,C2,C3,0,0,0,0,1
Fc0C1Fc1C1Fv9V1LQS31,Q,C0,C0,C0,C3,C3,0,0,3,0,1
Fc0C1Fc1C1Fv9V2LRS7,V,C2,C0,C0,C2,C9,0,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS8,Q,C4,C5,C0,C1,C0,0,7,0,0,2
Fc0C1Fc1C1Fv9V2LRS9,P,C5,C0,C3,C0,C2,0,5,0,0,1
Fc0C1Fc1C1Fv9V2LRS12,Q,C6,C0,C0,C0,C7,0,0,8,0,2
Fc0C1Fc1C1Fv9V2LRS13,P,C3,C0,C2,C3,C0,0,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS14,Q,C2,C2,C0,C3,C0,8,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS15,V,C0,C0,C0,C0,C0,0,0,1,0,2
Fc0C1Fc1C1Fv9V2LRS16,S,C7,C9,C1,C2,C2,0,6,0,6,1
Fc0C1Fc1C1Fv9V2LRS17,P,C6,C0,C0,C0,C3,0,3,4,1,2
Fc0C1Fc1C1Fv9V2LRS18,S,C9,C0,C0,C0,C6,4,1,0,0,1
Fc0C1Fc1C1Fv9V2LRS19,V,C0,C1,C0,C1,C2,5,6,0,2,2
Fc0C1Fc1C1Fv9V2LRS20,T,C0,C0,C0,C0,C0,0,0,0,9,1
Fc0C1Fc1C1Fv9V2LRS22,V,C0,C0,C3,C2,C1,7,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS23,S,C2,C4,C0,C0,C0,0,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS24,P,C0,C6,C0,C1,C0,0,0,4,7,1
Fc0C1Fc1C1Fv9V2LRS25,V,C0,C6,C0,C0,C0,0,0,0,0,1
Fc0C1Fc1C1Fv9V2LRS27,R,C0,C0,C4,C0,C0,0,0,7,0,1
Fc0C1Fc1C1Fv9V2LRS28,V,C3,C0,C2,C3,C0,0,8,0,0,2
Fc0C1Fc1C1Fv9V2LRS30,Q,C7,C3,C3,C0,C0,0,7,0,7,2
Fc0C1Fc1C1Fv9V2LRS31,R,C0,C0,C0,C1,C6,0,0,0,0,2
