sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fc5,Fv6,Fv7,Fv8,Fv9,Fv10,Fv11
Fc0C1Fc1C1Fv8V2LVS15,P,C6,C3,C0,C3,C2,C0,2,1,0,3,1,1
Fc0C1Fc1C1Fv8V3LPS3,P,C2,C1,C0,C0,C3,C0,0,5,3,0,0,0
Fc0C1Fc1C1Fv8V3LPS4,R,C3,C6,C2,C2,C0,C3,6,5,2,0,0,0
Fc0C1Fc1C1Fv8V3LPS5,V,C0,C0,C0,C0,C0,C1,0,0,3,0,0,0
Fc0C1Fc1C1Fv8V3LPS6,P,C2,C0,C0,C2,C1,C6,6,3,2,0,3,0
Fc0C1Fc1C1Fv8V3LPS7,P,C0,C6,C0,C2,C6,C0,3,9,2,8,1,0
Fc0C1Fc1C1Fv8V3LPS8,S,C0,C0,C8,C4,C8,C0,2,0,2,4,4,2
Fc0C1Fc1C1Fv8V3LPS9,P,C0,C1,C7,C0,C6,C0,5,0,2,6,0,4
Fc0C1Fc1C1Fv8V3LPS10,R,C2,C3,C0,C2,C2,C0,0,0,3,0,0,8
Fc0C1Fc1C1Fv8V3LPS11,Q,C0,C0,C2,C0,C2,C0,0,4,2,2,0,2
Fc0C1Fc1C1Fv8V3LPS12,S,C4,C0,C0,C0,C0,C3,0,8,3,3,6,8
Fc0C1Fc1C1Fv8V3LPS13,P,C6,C0,C1,C6,C0,C0,4,0,2,0,0,1
Fc0C1Fc1C1Fv8V3LPS14,Q,C0,C8,C0,C8,C6,C1,0,7,3,0,2,9
Fc0C1Fc1C1Fv8V3LPS15,T,C2,C5,C0,C0,C4,C0,0,3,3,4,0,0
Fc0C1Fc1C1Fv9V1LQS3,V,C0,C3,C2,C2,C4,C0,0,0,0,1,0,0
Fc0C1Fc1C1Fv9V1LQS4,P,C0,C0,C0,C0,C0,C3,0,5,6,1,2,2
Fc0C1Fc1C1Fv9V1LQS5,Q,C8,C0,C2,C9,C9,C5,0,8,8,1,7,0
Fc0C1Fc1C1Fv9V1LQS6,S,C2,C0,C9,C0,C6,C2,0,3,0,0,5,0
Fc0C1Fc1C1Fv9V1LQS7,Q,C6,C5,C0,C0,C0,C0,5,0,9,0,0,0
Fc0C1Fc1C1Fv9V1LQS8,R,C9,C0,C5,C8,C1,C0,7,3,8,1,1,1
Fc0C1Fc1C1Fv9V1LQS9,P,C1,C1,C8,C8,C0,C9,6,4,0,0,0,6
Fc0C1Fc1C1Fv9V1LQS11,S,C4,C8,C0,C4,C0,C7,7,0,8,0,1,3
Fc0C1Fc1C1Fv9V1LQS12,R,C1,C0,C0,C4,C1,C0,6,0,8,0,0,0
Fc0C1Fc1C1Fv9V1LQS13,P,C5,C6,C7,C6,C9,C2,1,5,2,0,3,4
Fc0C1Fc1C1Fv9V1LQS14,V,C0,C8,C0,C3,C8,C0,5,2,0,1,3,1
Fc0C1Fc1C1Fv9V1LQS15,Q,C1,C0,C0,C0,C0,C6,0,0,5,1,0,1
Fc0C1Fc1C1Fv9V2LRS3,Q,C6,C1,C0,C9,C3,C0,3,0,2,1,0,0
Fc0C1Fc1C1Fv9V2LRS4,Q,C3,C6,C0,C3,C4,C0,8,0,0,1,6,0
Fc0C1Fc1C1Fv9V2LRS5,V,C0,C0,C0,C1,C1,C0,0,0,6,1,0,0
Fc0C1Fc1C1Fv9V2LRS6,R,C0,C0,C9,C5,C8,C3,4,4,3,1,0,0
Fc0C1Fc1C1Fv9V2LRS7,V,C9,C6,C0,C0,C4,C4,5,0,0,1,0,0
Fc0C1Fc1C1Fv9V2LRS8,R,C0,C2,C8,C2,C0,C0,4,8,0,2,8,0
Fc0C1Fc1C1Fv9V2LRS9,Q,C0,C6,C3,C3,C2,C0,6,1,7,0,0,0
Fc0C1Fc1C1Fv9V2LRS10,P,C0,C3,C2,C1,C0,C9,0,0,7,2,1,4
Fc0C1Fc1C1Fv9V2LRS11,T,C9,C5,C0,C0,C0,C0,1,2,2,2,3,0
Fc0C1Fc1C1Fv9V2LRS12,Q,C6,C0,C3,C3,C0,C0,9,0,6,1,0,0
Fc0C1Fc1C1Fv9V2LRS13,Q,C1,C0,C5,C3,C0,C2,0,0,0,2,0,5
Fc0C1Fc1C1Fv9V2LRS14,P,C0,C3,C2,C5,C3,C0,1,0,8,2,2,6
Fc0C1Fc1C1Fv9V2LRS15,T,C2,C4,C0,C6,C9,C0,0,0,8,2,0,5
Fc0C1Fc1C1Fv9V3LSS3,P,C5,C7,C9,C3,C0,C0,0,5,6,3,1,0
Fc0C1Fc1C1Fv9V3LSS4,R,C0,C2,C7,C0,C5,C0,5,0,0,2,0,0
Fc0C1Fc1C1Fv9V3LSS5,T,C7,C0,C0,C2,C2,C3,5,0,4,3,2,0
Fc0C1Fc1C1Fv9V3LSS6,R,C8,C0,C6,C4,C0,C3,4,5,1,2,5,0
Fc0C1Fc1C1Fv9V3LSS7,S,C0,C1,C3,C0,C3,C0,7,0,1,2,0,8
Fc0C1Fc1C1Fv9V3LSS9,Q,C8,C0,C0,C9,C0,C5,0,3,2,2,5,0
Fc0C1Fc1C1Fv9V3LSS10,P,C7,C1,C2,C0,C5,C0,0,6,0,2,0,0
Fc0C1Fc1C1Fv9V3LSS11,T,C5,C0,C9,C2,C1,C1,5,0,1,2,0,3
Fc0C1Fc1C1Fv9V3LSS12,P,C0,C6,C0,C6,C1,C0,0,10,1,2,6,0
Fc0C1Fc1C1Fv9V3LSS13,R,C0,C0,C5,C0,C0,C0,0,2,2,2,6,0
Fc0C1Fc1C1Fv9V3LSS14,S,C0,C1,C6,C2,C1,C0,0,3,5,3,1,3
Fc0C1Fc1C1Fv9V3LSS15,P,C3,C5,C0,C9,C0,C3,7,7,0,3,1,0
Fc0C1Fc1C1Fv10V1LTS3,P,C8,C0,C0,C0,C9,C0,0,1,0,0,0,4
Fc0C1Fc1C1Fv10V1LTS4,S,C0,C6,C0,C7,C7,C3,2,0,3,0,1,3
Fc0C1Fc1C1Fv10V1LTS5,P,C0,C0,C0,C5,C1,C0,0,4,3,0,1,0
Fc0C1Fc1C1Fv10V1LTS6,Q,C6,C7,C3,C7,C5,C6,0,0,0,0,0,0
Fc0C1Fc1C1Fv10V1LTS8,T,C3,C0,C5,C2,C0,C9,0,1,8,0,0,0
Fc0C1Fc1C1Fv10V1LTS9,R,C0,C3,C2,C0,C0,C0,0,0,6,0,0,0
Fc0C1Fc1C1Fv10V1LTS10,R,C0,C0,C0,C0,C2,C3,2,1,4,0,0,8
Fc0C1Fc1C1Fv10V1LTS11,R,C8,C8,C2,C0,C3,C2,5,3,4,8,3,0
Fc0C1Fc1C1Fv10V1LTS12,R,C7,C5,C3,C1,C8,C0,0,6,0,5,0,2
Fc0C1Fc1C1Fv10V1LTS13,S,C0,C9,C0,C7,C4,C1,0,0,9,0,0,0
Fc0C1Fc1C1Fv10V1LTS14,R,C0,C0,C1,C0,C0,C0,0,0,0,4,0,0
Fc0C1Fc1C1Fv10V1LTS15,Q,C0,C4,C0,C0,C3,C6,1,0,5,0,0,3
Fc0C1Fc1C1Fv10V2LVS3,Q,C0,C6,C0,C0,C0,C3,0,1,0,0,1,8
Fc0C1Fc1C1Fv10V2LVS5,P,C4,C0,C0,C2,C3,C6,0,0,0,0,2,0
Fc0C1Fc1C1Fv10V2LVS6,Q,C0,C0,C0,C0,C1,C3,4,6,0,1,0,0
Fc0C1Fc1C1Fv10V2LVS7,P,C8,C7,C0,C0,C8,C0,6,0,1,2,0,6
Fc0C1Fc1C1Fv10V2LVS8,R,C2,C2,C0,C0,C0,C8,4,8,3,6,2,0
Fc0C1Fc1C1Fv10V2LVS9,P,C2,C1,C0,C2,C7,C0,0,0,0,0,2,0
Fc0C1Fc1C1Fv10V2LVS10,P,C8,C0,C6,C0,C0,C0,1,4,2,6,0,2
Fc0C1Fc1C1Fv10V2LVS11,R,C8,C2,C0,C1,C0,C0,3,0,7,0,2,1
Fc0C1Fc1C1Fv10V2LVS12,S,C1,C4,C3,C2,C0,C4,0,0,0,0,1,1
Fc0C1Fc1C1Fv10V2LVS13,S,C6,C0,C5,C1,C7,C1,4,1,0,0,1,0
Fc0C1Fc1C1Fv10V2LVS14,Q,C6,C9,C9,C0,C0,C0,7,7,0,5,1,0
Fc0C1Fc1C1Fv10V2LVS15,Q,C0,C0,C8,C9,C0,C0,2,6,0,0,2,0
Fc0C1Fc1C1Fv10V3LPS3,T,C2,C0,C7,C3,C0,C7,6,0,2,4,3,0
Fc0C1Fc1C1Fv10V3LPS4,T,C2,C2,C6,C9,C8,C4,7,0,4,0,3,0
Fc0C1Fc1C1Fv10V3LPS5,P,C0,C0,C8,C3,C0,C2,0,0,0,6,2,0
Fc0C1Fc1C1Fv10V3LPS6,Q,C2,C4,C8,C0,C0,C0,0,5,1,1,1,0
Fc0C1Fc1C1Fv10V3LPS7,V,C1,C0,C7,C2,C4,C0,0,5,4,0,3,4
Fc0C1Fc1C1Fv10V3LPS8,S,C1,C3,C2,C0,C4,C0,6,0,3,1,4,0
Fc0C1Fc1C1Fv10V3LPS9,Q,C0,C0,C7,C2,C4,C0,6,1,1,2,2,0
Fc0C1Fc1C1Fv10V3LPS10,Q,C2,C0,C0,C0,C0,C0,5,1,4,4,3,2
Fc0C1Fc1C1Fv10V3LPS11,V,C1,C0,C0,C0,C4,C0,6,1,3,0,2,0
Fc0C1Fc1C1Fv10V3LPS12,T,C0,C5,C6,C0,C9,C1,4,4,7,0,1,6
Fc0C1Fc1C1Fv10V3LPS13,R,C0,C0,C0,C2,C0,C1,2,0,3,2,4,0
Fc0C1Fc1C1Fv10V3LPS14,R,C0,C2,C2,C0,C1,C0,0,0,0,0,2,0
Fc0C1Fc1C1Fv10V3LPS15,S,C0,C3,C0,C1,C0,C3,1,0,0,7,2,0
Fc0C1Fc1C1Fv11V1LQS3,P,C0,C8,C6,C1,C2,C2,2,5,0,0,1,0
Fc0C1Fc1C1Fv11V1LQS4,P,C0,C3,C0,C0,C0,C0,0,2,0,4,2,0
Fc0C1Fc1C1Fv11V1LQS5,V,C6,C2,C4,C0,C4,C0,0,5,0,0,0,1
Fc0C1Fc1C1Fv11V1LQS6,R,C3,C7,C0,C0,C0,C0,0,0,0,0,0,0
Fc0C1Fc1C1Fv11V1LQS7,P,C0,C1,C0,C3,C0,C0,8,0,0,5,0,0
Fc0C1Fc1C1Fv11V1LQS8,V,C7,C6,C7,C7,C0,C0,0,2,2,1,2,0
Fc0C1Fc1C1Fv11V1LQS9,Q,C9,C0,C1,C0,C6,C0,0,0,0,0,0,0
Fc0C1Fc1C1Fv11V1LQS10,T,C0,C3,C0,C8,C0,C0,0,0,8,3,0,0
Fc0C1Fc1C1Fv11V1LQS11,R,C1,C1,C1,C6,C0,C3,0,0,0,0,0,1
Fc0C1Fc1C1Fv11V1LQS12,R,C1,C9,C3,C6,C0,C0,7,0,5,3,1,1
Fc0C1Fc1C1Fv11V1LQS13,P,C0,C3,C0,C1,C0,C5,0,0,0,0,5,0
Fc0C1Fc1C1Fv11V1LQS14,R,C8,C3,C0,C2,C3,C0,0,0,0,7,0,0
Fc0C1Fc1C1Fv11V1LQS15,T,C0,C2,C0,C1,C0,C3,0,7,0,8,7,0
Fc0C1Fc1C1Fv11V2LRS3,P,C0,C7,C6,C0,C3,C3,5,2,8,0,0,1
Fc0C1Fc1C1Fv11V2LRS4,R,C3,C0,C7,C4,C9,C3,0,0,0,6,1,2
Fc0C1Fc1C1Fv11V2LRS5,P,C0,C0,C0,C3,C0,C0,2,7,0,0,0,0
Fc0C1Fc1C1Fv11V2LRS6,T,C3,C4,C4,C0,C1,C1,2,5,4,3,0,2
Fc0C1Fc1C1Fv11V2LRS7,P,C0,C0,C8,C0,C0,C1,3,0,1,2,1,2
Fc0C1Fc1C1Fv11V2LRS8,Q,C8,C0,C0,C5,C5,C2,0,3,5,0,3,1
Fc0C1Fc1C1Fv11V2LRS9,Q,C8,C8,C0,C0,C0,C6,3,6,0,7,8,1
Fc0C1Fc1C1Fv11V2LRS10,S,C0,C5,C1,C0,C1,C3,4,1,6,4,1,2
Fc0C1Fc1C1Fv11V2LRS12,S,C0,C7,C2,C0,C1,C0,1,1,5,0,4,4
Fc0C1Fc1C1Fv11V2LRS13,V,C9,C0,C0,C0,C9,C1,4,0,5,1,0,5
Fc0C1Fc1C1Fv11V2LRS14,R,C0,C0,C7,C8,C3,C9,2,0,6,0,0,1
Fc0C1Fc1C1Fv11V2LRS15,T,C0,C0,C0,C0,C2,C8,0,0,0,0,3,2
Fc0C1Fc1C1Fv11V3LSS3,R,C2,C0,C0,C0,C0,C0,2,1,5,0,0,3
Fc0C1Fc1C1Fv11V3LSS4,S,C0,C0,C8,C1,C0,C0,0,3,0,2,4,3
Fc0C1Fc1C1Fv11V3LSS5,P,C8,C8,C2,C4,C2,C9,4,0,0,0,0,2
Fc0C1Fc1C1Fv11V3LSS6,Q,C5,C6,C3,C0,C7,C2,5,0,2,0,0,1
Fc0C1Fc1C1Fv11V3LSS7,Q,C0,C6,C2,C8,C0,C0,4,1,0,2,0,2
Fc0C1Fc1C1Fv11V3LSS9,Q,C8,C0,C4,C3,C1,C0,0,0,0,0,0,3
Fc0C1Fc1C1Fv11V3LSS10,P,C0,C0,C4,C0,C1,C9,0,2,0,3,0,2
Fc0C1Fc1C1Fv11V3LSS11,P,C8,C5,C0,C1,C2,C0,0,0,8,0,0,2
Fc0C1Fc1C1Fv11V3LSS12,P,C3,C9,C4,C0,C6,C0,0,0,0,0,0,2
Fc0C1Fc1C1Fv11V3LSS13,V,C0,C7,C8,C5,C1,C0,4,0,0,0,3,1
Fc0C1Fc1C1Fv11V3LSS14,R,C9,C3,C0,C3,C2,C3,1,0,8,0,0,3
Fc0C1Fc1C1Fv11V3LSS15,Q,C3,C1,C0,C9,C6,C0,1,0,5,3,0,3
Fc0C1Fc1C2LTS3,Q,C9,C5,C0,C1,C0,C3,0,0,6,3,0,8
Fc0C1Fc1C2LTS4,T,C7,C0,C0,C0,C7,C0,0,1,0,0,2,3
Fc0C1Fc1C2LTS5,R,C4,C3,C0,C0,C6,C9,5,0,5,6,0,5
Fc0C1Fc1C2LTS6,R,C0,C1,C0,C1,C0,C1,1,3,4,1,5,7
Fc0C1Fc1C2LTS7,P,C1,C0,C0,C5,C6,C0,0,0,0,0,0,0
Fc0C1Fc1C2LTS8,T,C1,C1,C1,C3,C2,C9,0,0,0,8,0,0
Fc0C1Fc1C2LTS9,P,C2,C0,C0,C9,C0,C3,8,4,2,0,0,4
Fc0C1Fc1C2LTS10,S,C9,C2,C0,C3,C3,C0,2,0,2,0,6,1
Fc0C1Fc1C2LTS12,T,C0,C1,C3,C8,C0,C0,0,4,0,3,2,6
Fc0C1Fc1C2LTS13,R,C2,C7,C0,C7,C9,C6,5,1,3,0,1,4
Fc0C1Fc1C2LTS15,S,C2,C3,C6,C0,C1,C4,8,2,7,4,1,0
Fc0C1Fc1C2Fc2C1LPS3,V,C0,C7,C0,C2,C0,C2,3,1,5,0,1,0
Fc0C1Fc1C2Fc2C1LPS4,V,C2,C5,C2,C0,C0,C0,0,3,1,8,3,2
Fc0C1Fc1C2Fc2C1LPS5,S,C3,C2,C7,C2,C1,C9,0,0,0,0,8,0
Fc0C1Fc1C2Fc2C1LPS6,Q,C1,C5,C4,C0,C5,C0,0,0,0,0,0,0
Fc0C1Fc1C2Fc2C1LPS7,Q,C1,C1,C1,C8,C0,C0,0,5,0,5,5,0
Fc0C1Fc1C2Fc2C1LPS8,R,C1,C7,C7,C7,C8,C8,5,0,0,2,4,0
Fc0C1Fc1C2Fc2C1LPS9,R,C3,C2,C1,C4,C5,C6,4,0,2,0,1,2
Fc0C1Fc1C2Fc2C1LPS10,S,C0,C8,C3,C0,C9,C1,0,1,0,8,0,0
Fc0C1Fc1C2Fc2C1LPS11,V,C9,C0,C0,C0,C0,C1,0,2,9,6,2,0
Fc0C1Fc1C2Fc2C1LPS12,S,C0,C2,C0,C0,C3,C0,0,0,0,0,6,0
Fc0C1Fc1C2Fc2C1LPS13,P,C8,C6,C3,C2,C1,C0,0,0,0,0,0,0
Fc0C1Fc1C2Fc2C1LPS15,V,C7,C0,C0,C1,C8,C3,1,4,5,8,8,1
Fc0C1Fc1C2Fc2C2LQS3,R,C0,C1,C2,C3,C2,C0,0,0,0,6,0,0
Fc0C1Fc1C2Fc2C2LQS4,P,C1,C0,C6,C7,C3,C0,0,0,0,0,0,0
Fc0C1Fc1C2Fc2C2LQS5,T,C1,C8,C0,C0,C2,C2,0,0,7,0,0,0
Fc0C1Fc1C2Fc2C2LQS6,R,C1,C2,C0,C3,C1,C0,3,2,0,0,0,0
Fc0C1Fc1C2Fc2C2LQS7,S,C9,C0,C8,C2,C0,C3,0,0,0,6,1,0
Fc0C1Fc1C2Fc2C2LQS8,S,C0,C8,C2,C0,C8,C0,0,0,5,2,3,0
Fc0C1Fc1C2Fc2C2LQS9,S,C1,C0,C2,C1,C1,C1,0,0,0,0,0,0
Fc0C1Fc1C2Fc2C2LQS10,V,C3,C1,C0,C2,C1,C2,0,0,0,5,6,0
Fc0C1Fc1C2Fc2C2LQS11,P,C0,C0,C0,C4,C0,C8,0,0,0,0,0,0
Fc0C1Fc1C2Fc2C2LQS12,R,C5,C7,C0,C2,C0,C3,5,0,0,0,0,7
Fc0C1Fc1C2Fc2C2LQS13,P,C3,C0,C6,C1,C4,C0,4,6,2,1,2,0
Fc0C1Fc1C2Fc2C2LQS14,R,C1,C9,C3,C3,C0,C3,0,0,0,0,0,8
Fc0C1Fc1C2Fc2C2LQS15,V,C0,C8,C1,C5,C0,C8,0,3,4,0,0,1
Fc0C1Fc1C2Fc2C3LRS5,T,C3,C1,C4,C0,C3,C0,6,5,0,0,0,0
Fc0C1Fc1C2Fc2C3LRS6,R,C2,C0,C4,C0,C1,C1,0,0,0,0,8,0
Fc0C1Fc1C2Fc2C3LRS7,P,C4,C0,C2,C7,C0,C0,3,0,0,0,0,0
Fc0C1Fc1C2Fc2C3LRS8,Q,C1,C2,C0,C1,C3,C0,0,0,4,0,0,0
Fc0C1Fc1C2Fc2C3LRS9,V,C0,C0,C0,C0,C9,C0,0,3,0,4,3,3
Fc0C1Fc1C2Fc2C3LRS10,R,C0,C7,C0,C9,C2,C8,0,2,2,1,3,5
Fc0C1Fc1C2Fc2C3LRS11,P,C0,C0,C0,C0,C0,C1,1,5,4,4,9,2
Fc0C1Fc1C2Fc2C3LRS12,R,C0,C6,C0,C6,C0,C0,0,6,7,0,0,2
Fc0C1Fc1C2Fc2C3LRS13,P,C0,C0,C4,C2,C2,C2,0,0,0,0,0,9
Fc0C1Fc1C2Fc2C3LRS14,R,C9,C0,C0,C0,C0,C4,1,0,0,7,4,8
Fc0C1Fc1C2Fc2C3LRS15,S,C3,C0,C2,C0,C2,C8,0,0,0,0,0,0
Fc0C1Fc1C2Fc3C1LSS3,P,C3,C1,C0,C0,C0,C3,7,1,1,3,6,0
Fc0C1Fc1C2Fc3C1LSS4,S,C0,C8,C0,C7,C6,C0,3,2,3,3,4,2
Fc0C1Fc1C2Fc3C1LSS5,R,C0,C5,C0,C2,C0,C2,7,2,3,0,3,2
Fc0C1Fc1C2Fc3C1LSS6,P,C0,C1,C3,C0,C6,C1,0,3,1,5,2,5
Fc0C1Fc1C2Fc3C1LSS7,R,C1,C8,C1,C3,C3,C9,0,9,0,0,3,3
Fc0C1Fc1C2Fc3C1LSS8,Q,C2,C9,C2,C1,C3,C1,0,0,0,5,1,7
Fc0C1Fc1C2Fc3C1LSS9,S,C0,C6,C0,C0,C0,C3,0,0,0,0,0,0
Fc0C1Fc1C2Fc3C1LSS10,R,C0,C4,C0,C0,C3,C0,0,0,8,0,0,0
Fc0C1Fc1C2Fc3C1LSS11,P,C6,C2,C0,C2,C1,C0,0,6,0,6,5,0
Fc0C1Fc1C2Fc3C1LSS12,Q,C7,C9,C4,C2,C7,C1,5,0,1,0,0,6
Fc0C1Fc1C2Fc3C1LSS13,P,C0,C0,C3,C8,C0,C2,0,7,0,7,3,0
Fc0C1Fc1C2Fc3C1LSS14,P,C7,C0,C1,C0,C3,C3,0,0,6,0,0,0
Fc0C1Fc1C2Fc3C1LSS15,P,C0,C0,C3,C3,C1,C0,1,5,0,5,0,1
Fc0C1Fc1C2Fc3C2LPS3,V,C1,C0,C6,C0,C0,C0,7,0,0,0,0,0
Fc0C1Fc1C2Fc3C2LPS4,R,C3,C3,C6,C0,C0,C1,2,0,2,0,1,6
Fc0C1Fc1C2Fc3C2LPS5,S,C5,C0,C1,C0,C2,C0,0,0,0,4,0,7
Fc0C1Fc1C2Fc3C2LPS6,T,C4,C2,C0,C4,C7,C2,0,6,1,2,3,3
Fc0C1Fc1C2Fc3C2LPS7,R,C1,C0,C0,C1,C0,C1,2,4,0,8,2,2
Fc0C1Fc1C2Fc3C2LPS8,R,C0,C0,C0,C5,C1,C6,0,6,0,0,0,0
Fc0C1Fc1C2Fc3C2LPS9,T,C0,C3,C8,C1,C0,C0,0,0,0,8,0,0
Fc0C1Fc1C2Fc3C2LPS10,Q,C0,C0,C2,C0,C3,C0,6,1,0,0,3,0
Fc0C1Fc1C2Fc3C2LPS11,Q,C2,C3,C0,C3,C2,C2,0,0,0,4,2,0
Fc0C1Fc1C2Fc3C2LPS12,P,C0,C2,C2,C3,C0,C3,5,2,3,1,5,0
Fc0C1Fc1C2Fc3C2LPS13,P,C1,C0,C0,C1,C0,C0,0,0,6,0,0,0
Fc0C1Fc1C2Fc3C2LPS14,T,C2,C3,C1,C5,C0,C0,0,5,0,0,0,0
Fc0C1Fc1C2Fc3C2LPS15,Q,C7,C9,C0,C1,C9,C3,0,0,0,0,0,4
Fc0C1Fc1C2Fc3C3LQS3,P,C3,C0,C0,C3,C2,C2,0,6,0,0,4,2
Fc0C1Fc1C2Fc3C3LQS4,S,C9,C0,C2,C2,C1,C0,3,0,4,6,4,0
Fc0C1Fc1C2Fc3C3LQS5,S,C3,C1,C0,C0,C1,C3,2,0,6,3,0,0
Fc0C1Fc1C2Fc3C3LQS6,R,C4,C0,C6,C9,C0,C0,5,0,2,0,0,1
Fc0C1Fc1C2Fc3C3LQS7,R,C3,C2,C0,C1,C0,C1,4,0,0,0,0,2
Fc0C1Fc1C2Fc3C3LQS8,Q,C2,C0,C2,C8,C0,C9,1,3,0,5,4,0
Fc0C1Fc1C2Fc3C3LQS9,P,C3,C1,C0,C1,C8,C0,6,3,1,4,3,0
Fc0C1Fc1C2Fc3C3LQS10,P,C4,C1,C0,C4,C6,C0,0,0,5,0,5,5
Fc0C1Fc1C2Fc3C3LQS11,P,C7,C0,C2,C0,C2,C0,0,0,0,0,8,0
Fc0C1Fc1C2Fc3C3LQS12,R,C3,C1,C0,C3,C4,C0,7,5,4,1,2,0
Fc0C1Fc1C2Fc3C3LQS13,P,C3,C3,C0,C5,C1,C1,3,0,3,0,0,0
Fc0C1Fc1C2Fc3C3LQS14,Q,C3,C2,C0,C0,C3,C0,0,7,0,0,0,0
Fc0C1Fc1C2Fc3C3LQS15,R,C9,C0,C4,C2,C1,C6,3,5,3,0,6,0
Fc0C1Fc1C2Fc4C1LRS3,Q,C1,C2,C1,C2,C4,C3,0,4,0,0,0,0
Fc0C1Fc1C2Fc4C1LRS5,S,C7,C4,C2,C0,C0,C3,0,0,0,4,2,0
Fc0C1Fc1C2Fc4C1LRS6,P,C2,C0,C5,C0,C2,C0,0,0,0,0,0,8
Fc0C1Fc1C2Fc4C1LRS7,T,C5,C1,C0,C0,C0,C2,0,5,5,0,0,1
Fc0C1Fc1C2Fc4C1LRS8,R,C0,C0,C3,C0,C0,C5,0,0,0,1,3,0
Fc0C1Fc1C2Fc4C1LRS9,Q,C4,C0,C0,C9,C0,C9,0,0,0,8,1,8
Fc0C1Fc1C2Fc4C1LRS10,P,C0,C9,C3,C0,C0,C4,0,0,3,0,2,3
Fc0C1Fc1C2Fc4C1LRS11,R,C2,C0,C0,C3,C0,C0,2,1,8,5,4,6
Fc0C1Fc1C2Fc4C1LRS12,T,C9,C1,C0,C8,C0,C0,0,3,4,5,3,0
Fc0C1Fc1C2Fc4C1LRS13,P,C0,C0,C5,C0,C1,C0,0,5,4,0,0,0
Fc0C1Fc1C2Fc4C1LRS14,P,C3,C0,C0,C0,C0,C8,0,0,6,0,8,0
Fc0C1Fc1C2Fc4C1LRS15,S,C8,C4,C7,C7,C5,C2,8,0,5,0,0,0
Fc0C1Fc1C2Fc4C2LPS3,P,C5,C0,C3,C2,C1,C0,0,2,0,3,2,0
Fc0C1Fc1C2Fc4C2LPS5,Q,C0,C2,C3,C6,C0,C3,0,0,0,8,0,0
Fc0C1Fc1C2Fc4C2LPS7,V,C9,C0,C6,C6,C1,C5,0,2,0,2,4,0
Fc0C1Fc1C2Fc4C2LPS8,V,C9,C1,C2,C3,C3,C7,5,0,0,0,0,0
Fc0C1Fc1C2Fc4C2LPS11,V,C0,C0,C2,C0,C0,C8,0,5,3,4,4,0
Fc0C1Fc1C2Fc4C2LPS12,S,C3,C1,C6,C8,C3,C0,3,7,5,0,2,4
Fc0C1Fc1C2Fc4C2LPS13,Q,C0,C3,C1,C3,C3,C4,0,0,4,0,0,0
Fc0C1Fc1C2Fc4C2LPS14,S,C3,C0,C4,C2,C0,C3,6,0,6,0,0,2
Fc0C1Fc1C2Fc4C2LPS15,S,C0,C4,C5,C2,C4,C2,0,0,1,8,6,1
Fc0C1Fc1C2Fc4C3LQS3,Q,C0,C7,C0,C3,C2,C3,0,4,9,0,1,1
Fc0C1Fc1C2Fc4C3LQS4,Q,C0,C0,C4,C2,C1,C0,4,9,9,6,5,0
Fc0C1Fc1C2Fc4C3LQS5,R,C0,C5,C4,C3,C0,C4,7,0,6,0,3,0
Fc0C1Fc1C2Fc4C3LQS6,P,C4,C7,C0,C0,C2,C3,7,5,3,0,1,8
Fc0C1Fc1C2Fc4C3LQS7,Q,C0,C7,C8,C2,C0,C7,0,9,0,0,4,0
Fc0C1Fc1C2Fc4C3LQS8,P,C0,C4,C1,C1,C3,C0,0,0,0,7,0,0
Fc0C1Fc1C2Fc4C3LQS9,V,C8,C4,C2,C3,C2,C0,0,4,0,0,4,0
Fc0C1Fc1C2Fc4C3LQS10,S,C7,C3,C0,C2,C2,C3,2,2,1,7,1,2
Fc0C1Fc1C2Fc4C3LQS11,T,C4,C2,C0,C8,C0,C2,0,0,3,0,0,9
Fc0C1Fc1C2Fc4C3LQS12,R,C0,C9,C9,C3,C0,C1,1,0,0,0,5,0
Fc0C1Fc1C2Fc4C3LQS13,R,C8,C7,C9,C0,C0,C0,9,4,1,10,0,0
Fc0C1Fc1C2Fc4C3LQS14,P,C4,C7,C3,C2,C0,C2,0,2,4,4,4,4
Fc0C1Fc1C2Fc5C1LPS3,V,C1,C3,C5,C3,C3,C3,0,3,0,1,0,0
Fc0C1Fc1C2Fc5C1LPS4,R,C1,C0,C2,C6,C0,C2,6,1,0,0,0,8
Fc0C1Fc1C2Fc5C1LPS5,Q,C5,C3,C8,C0,C0,C0,0,8,0,0,0,0
Fc0C1Fc1C2Fc5C1LPS6,Q,C0,C0,C2,C1,C0,C4,3,1,1,7,0,0
Fc0C1Fc1C2Fc5C1LPS7,T,C3,C0,C0,C0,C1,C3,0,5,0,8,6,2
Fc0C1Fc1C2Fc5C1LPS8,R,C1,C3,C0,C0,C3,C0,6,0,0,0,4,0
Fc0C1Fc1C2Fc5C1LPS10,R,C2,C0,C3,C1,C0,C0,6,1,7,0,1,0
Fc0C1Fc1C2Fc5C1LPS11,T,C2,C3,C7,C0,C0,C3,0,0,0,0,3,0
Fc0C1Fc1C2Fc5C1LPS12,Q,C5,C8,C2,C0,C1,C3,9,0,6,0,0,0
