sample,label,Fc0,Fc1,Fc2,Fc3,Fv4,Fv5,Fv6,Fv7
Fc0C1Fc1C1Fc3C3LQS60,R,C0,C3,C3,C3,4,1,0,3
Fc0C1Fc1C1Fc3C3LQS61,Q,C2,C3,C3,C2,0,0,0,0
Fc0C1Fc1C1Fc3C3LQS62,R,C0,C3,C1,C0,0,0,0,7
Fc0C1Fc1C1Fc3C3LQS63,V,C3,C1,C0,C1,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS15,R,C0,C1,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS16,R,C3,C1,C3,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS17,Q,C1,C0,C3,C2,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS18,P,C2,C2,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS19,V,C3,C0,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS20,Q,C3,C0,C2,C1,1,6,0,0
Fc0C1Fc1C1Fv4V1LRS21,R,C0,C1,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS22,S,C0,C1,C0,C2,1,9,0,0
Fc0C1Fc1C1Fv4V1LRS23,R,C2,C1,C4,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS24,R,C1,C0,C3,C1,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS25,R,C0,C3,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS26,V,C0,C1,C0,C0,1,0,6,0
Fc0C1Fc1C1Fv4V1LRS28,Q,C0,C2,C0,C2,1,8,0,0
Fc0C1Fc1C1Fv4V1LRS29,Q,C3,C3,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS30,S,C2,C0,C8,C6,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS31,R,C0,C0,C1,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS32,Q,C3,C0,C3,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS33,S,C1,C1,C8,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS34,P,C0,C1,C1,C0,1,6,0,0
Fc0C1Fc1C1Fv4V1LRS35,T,C0,C0,C0,C0,0,0,5,0
Fc0C1Fc1C1Fv4V1LRS36,P,C0,C7,C0,C3,1,0,6,0
Fc0C1Fc1C1Fv4V1LRS37,Q,C2,C0,C0,C7,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS38,R,C1,C0,C0,C2,0,7,0,0
Fc0C1Fc1C1Fv4V1LRS39,Q,C0,C3,C3,C3,1,0,0,6
Fc0C1Fc1C1Fv4V1LRS40,V,C0,C0,C0,C0,0,0,6,0
Fc0C1Fc1C1Fv4V1LRS41,P,C0,C0,C3,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS42,R,C1,C7,C0,C5,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS43,P,C3,C2,C0,C0,0,0,8,0
Fc0C1Fc1C1Fv4V1LRS44,Q,C3,C0,C3,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS45,R,C1,C0,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS47,Q,C2,C3,C3,C0,1,0,7,0
Fc0C1Fc1C1Fv4V1LRS48,Q,C0,C3,C0,C2,1,0,0,6
Fc0C1Fc1C1Fv4V1LRS49,V,C0,C1,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS50,R,C0,C0,C2,C1,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS51,Q,C0,C0,C1,C0,1,4,0,0
Fc0C1Fc1C1Fv4V1LRS52,Q,C2,C0,C0,C0,0,0,4,0
Fc0C1Fc1C1Fv4V1LRS53,R,C0,C0,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS54,P,C1,C1,C3,C2,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS55,S,C0,C2,C0,C0,0,0,4,0
Fc0C1Fc1C1Fv4V1LRS56,P,C0,C3,C9,C2,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS57,S,C2,C2,C0,C0,1,0,5,0
Fc0C1Fc1C1Fv4V1LRS58,V,C0,C0,C1,C0,1,0,0,6
Fc0C1Fc1C1Fv4V1LRS59,Q,C2,C1,C0,C1,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS60,T,C0,C0,C1,C1,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS61,Q,C3,C0,C2,C0,1,0,0,0
Fc0C1Fc1C1Fv4V1LRS62,P,C1,C0,C1,C0,0,0,0,0
Fc0C1Fc1C1Fv4V1LRS63,R,C0,C2,C1,C0,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS17,P,C2,C0,C0,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS18,P,C0,C0,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS19,Q,C0,C2,C7,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS21,P,C0,C1,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS22,R,C3,C0,C3,C0,2,0,9,0
Fc0C1Fc1C1Fv4V2LSS23,S,C0,C0,C8,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS25,P,C0,C3,C0,C0,1,0,5,0
Fc0C1Fc1C1Fv4V2LSS26,Q,C1,C2,C1,C4,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS27,R,C1,C5,C1,C0,2,9,0,0
Fc0C1Fc1C1Fv4V2LSS28,T,C0,C0,C1,C4,2,0,8,0
Fc0C1Fc1C1Fv4V2LSS29,R,C0,C0,C0,C0,2,0,0,6
Fc0C1Fc1C1Fv4V2LSS30,Q,C4,C2,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS32,Q,C3,C1,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS33,V,C0,C6,C2,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS34,R,C0,C3,C0,C2,2,0,0,8
Fc0C1Fc1C1Fv4V2LSS35,S,C2,C2,C3,C0,1,0,5,0
Fc0C1Fc1C1Fv4V2LSS36,P,C2,C0,C3,C1,1,6,0,0
Fc0C1Fc1C1Fv4V2LSS38,V,C3,C0,C1,C0,1,0,5,0
Fc0C1Fc1C1Fv4V2LSS39,P,C0,C0,C0,C0,2,0,8,0
Fc0C1Fc1C1Fv4V2LSS40,P,C0,C0,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS41,Q,C2,C2,C0,C3,2,9,0,0
Fc0C1Fc1C1Fv4V2LSS42,Q,C1,C0,C0,C2,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS43,S,C3,C0,C1,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS44,P,C3,C2,C1,C1,1,5,0,0
Fc0C1Fc1C1Fv4V2LSS45,V,C0,C0,C0,C0,2,6,0,0
Fc0C1Fc1C1Fv4V2LSS46,P,C3,C0,C0,C0,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS47,P,C2,C0,C3,C0,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS48,P,C0,C4,C0,C3,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS49,R,C2,C0,C0,C1,1,0,0,7
Fc0C1Fc1C1Fv4V2LSS50,Q,C0,C3,C2,C3,1,0,3,0
Fc0C1Fc1C1Fv4V2LSS51,V,C3,C0,C0,C1,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS52,R,C0,C3,C1,C1,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS53,S,C3,C3,C1,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS54,P,C3,C0,C3,C1,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS55,S,C1,C1,C3,C1,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS56,Q,C0,C0,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V2LSS57,Q,C0,C0,C0,C2,2,0,0,4
Fc0C1Fc1C1Fv4V2LSS58,P,C2,C2,C0,C0,2,0,0,6
Fc0C1Fc1C1Fv4V2LSS59,Q,C1,C1,C1,C7,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS60,Q,C0,C2,C2,C3,2,0,8,0
Fc0C1Fc1C1Fv4V2LSS61,Q,C0,C0,C0,C2,1,0,0,0
Fc0C1Fc1C1Fv4V2LSS62,Q,C0,C0,C3,C5,2,4,0,0
Fc0C1Fc1C1Fv4V2LSS63,Q,C0,C6,C0,C0,1,0,0,5
Fc0C1Fc1C1Fv4V3LTS15,T,C0,C0,C3,C0,3,0,0,7
Fc0C1Fc1C1Fv4V3LTS16,Q,C2,C2,C1,C0,3,0,0,8
Fc0C1Fc1C1Fv4V3LTS17,Q,C2,C2,C0,C5,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS18,T,C3,C4,C0,C0,2,0,9,0
Fc0C1Fc1C1Fv4V3LTS20,R,C0,C0,C0,C0,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS21,T,C1,C3,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS22,T,C0,C0,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS23,Q,C1,C0,C0,C3,2,0,8,0
Fc0C1Fc1C1Fv4V3LTS24,T,C1,C0,C3,C2,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS25,Q,C0,C2,C3,C2,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS26,Q,C2,C1,C0,C3,3,6,0,8
Fc0C1Fc1C1Fv4V3LTS28,Q,C0,C0,C2,C6,3,0,9,0
Fc0C1Fc1C1Fv4V3LTS29,T,C1,C1,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS30,P,C2,C1,C0,C8,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS31,T,C0,C1,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS32,Q,C0,C0,C6,C2,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS33,Q,C1,C1,C7,C1,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS34,Q,C0,C0,C1,C4,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS35,R,C0,C1,C2,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS36,S,C2,C0,C3,C1,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS37,R,C3,C3,C1,C0,2,0,5,0
Fc0C1Fc1C1Fv4V3LTS38,T,C0,C2,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS39,P,C3,C0,C0,C1,2,0,0,8
Fc0C1Fc1C1Fv4V3LTS40,P,C3,C0,C8,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS41,Q,C0,C0,C1,C0,3,0,0,7
Fc0C1Fc1C1Fv4V3LTS43,P,C0,C0,C6,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS44,Q,C3,C2,C0,C0,2,8,0,0
Fc0C1Fc1C1Fv4V3LTS45,S,C3,C0,C3,C1,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS46,T,C1,C3,C3,C0,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS49,S,C0,C0,C0,C0,3,0,0,4
Fc0C1Fc1C1Fv4V3LTS50,S,C3,C0,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS51,R,C0,C0,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS52,Q,C0,C0,C0,C2,3,0,3,0
Fc0C1Fc1C1Fv4V3LTS53,T,C0,C1,C6,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS54,S,C1,C0,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS55,S,C0,C2,C0,C1,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS56,P,C3,C1,C3,C0,2,0,0,6
Fc0C1Fc1C1Fv4V3LTS57,T,C1,C2,C0,C1,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS58,P,C0,C0,C0,C2,3,0,5,0
Fc0C1Fc1C1Fv4V3LTS60,R,C0,C3,C1,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS61,T,C0,C0,C0,C0,3,0,0,0
Fc0C1Fc1C1Fv4V3LTS62,V,C0,C0,C0,C1,2,0,0,0
Fc0C1Fc1C1Fv4V3LTS63,P,C2,C0,C1,C0,3,0,8,0
Fc0C1Fc1C1Fv5V1LPS15,S,C0,C0,C1,C3,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS16,P,C1,C3,C0,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS17,R,C3,C0,C6,C5,7,0,0,0
Fc0C1Fc1C1Fv5V1LPS18,P,C0,C3,C3,C1,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS19,S,C0,C1,C0,C3,0,1,7,0
Fc0C1Fc1C1Fv5V1LPS20,T,C1,C3,C0,C3,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS21,T,C0,C1,C0,C0,0,1,5,0
Fc0C1Fc1C1Fv5V1LPS22,P,C0,C1,C2,C0,0,0,0,4
Fc0C1Fc1C1Fv5V1LPS23,P,C3,C0,C2,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS24,S,C2,C1,C2,C0,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS25,V,C2,C0,C1,C0,0,1,5,0
Fc0C1Fc1C1Fv5V1LPS26,P,C2,C0,C3,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS27,P,C8,C0,C2,C3,4,0,0,0
Fc0C1Fc1C1Fv5V1LPS28,V,C0,C1,C2,C0,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS29,Q,C1,C1,C2,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS30,T,C1,C0,C0,C0,6,1,0,0
Fc0C1Fc1C1Fv5V1LPS31,P,C3,C0,C3,C1,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS32,T,C0,C0,C1,C1,0,1,5,4
Fc0C1Fc1C1Fv5V1LPS33,T,C1,C2,C0,C4,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS34,P,C2,C1,C2,C3,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS35,R,C0,C6,C2,C0,0,0,0,6
Fc0C1Fc1C1Fv5V1LPS36,Q,C0,C0,C0,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS37,P,C0,C0,C0,C1,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS38,Q,C1,C2,C3,C0,0,1,5,0
Fc0C1Fc1C1Fv5V1LPS39,R,C2,C0,C0,C0,3,1,0,0
Fc0C1Fc1C1Fv5V1LPS40,P,C3,C1,C2,C3,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS41,Q,C1,C0,C6,C2,0,0,8,0
Fc0C1Fc1C1Fv5V1LPS42,V,C0,C1,C1,C1,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS43,P,C0,C0,C0,C3,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS44,S,C1,C0,C3,C2,0,0,0,6
Fc0C1Fc1C1Fv5V1LPS45,S,C0,C6,C8,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS46,P,C1,C0,C0,C5,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS47,P,C0,C2,C0,C6,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS48,P,C2,C0,C3,C1,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS49,P,C1,C1,C1,C6,8,1,0,0
Fc0C1Fc1C1Fv5V1LPS50,T,C0,C0,C3,C9,0,0,0,4
Fc0C1Fc1C1Fv5V1LPS51,S,C1,C0,C1,C0,0,1,0,3
Fc0C1Fc1C1Fv5V1LPS52,S,C0,C1,C3,C2,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS53,V,C0,C0,C1,C3,4,0,0,0
Fc0C1Fc1C1Fv5V1LPS54,R,C2,C1,C2,C3,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS55,R,C2,C0,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS56,T,C0,C0,C0,C0,0,1,0,0
Fc0C1Fc1C1Fv5V1LPS57,Q,C0,C0,C0,C4,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS58,S,C0,C2,C0,C0,0,0,8,0
Fc0C1Fc1C1Fv5V1LPS59,R,C8,C0,C2,C1,4,0,0,0
Fc0C1Fc1C1Fv5V1LPS61,P,C3,C3,C0,C0,0,1,0,4
Fc0C1Fc1C1Fv5V1LPS62,V,C0,C1,C3,C0,0,0,0,0
Fc0C1Fc1C1Fv5V1LPS63,P,C3,C0,C0,C1,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS15,S,C2,C2,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS16,Q,C1,C0,C2,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS17,S,C1,C0,C3,C3,0,2,0,6
Fc0C1Fc1C1Fv5V2LQS18,Q,C2,C0,C2,C3,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS20,P,C1,C0,C3,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS21,S,C3,C2,C0,C1,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS22,V,C1,C0,C3,C2,0,2,0,7
Fc0C1Fc1C1Fv5V2LQS24,T,C0,C1,C0,C1,0,2,0,7
Fc0C1Fc1C1Fv5V2LQS25,Q,C0,C1,C2,C1,0,2,9,0
Fc0C1Fc1C1Fv5V2LQS26,Q,C1,C2,C1,C0,0,2,8,0
Fc0C1Fc1C1Fv5V2LQS27,P,C0,C2,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS28,P,C0,C0,C7,C0,8,1,0,0
Fc0C1Fc1C1Fv5V2LQS29,Q,C0,C2,C0,C2,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS30,S,C2,C0,C2,C0,0,2,5,0
Fc0C1Fc1C1Fv5V2LQS31,Q,C0,C2,C3,C3,0,2,0,4
Fc0C1Fc1C1Fv5V2LQS32,S,C3,C0,C0,C3,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS33,P,C3,C2,C3,C3,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS34,T,C1,C0,C3,C0,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS35,P,C3,C2,C1,C3,5,1,0,0
Fc0C1Fc1C1Fv5V2LQS37,Q,C3,C0,C0,C1,0,2,0,7
Fc0C1Fc1C1Fv5V2LQS38,P,C1,C0,C0,C2,0,1,8,0
Fc0C1Fc1C1Fv5V2LQS39,S,C3,C2,C3,C3,0,2,0,3
Fc0C1Fc1C1Fv5V2LQS40,Q,C0,C3,C3,C2,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS41,S,C2,C0,C0,C3,0,2,4,0
Fc0C1Fc1C1Fv5V2LQS42,P,C3,C0,C3,C0,3,1,0,0
Fc0C1Fc1C1Fv5V2LQS43,P,C3,C0,C1,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS44,S,C0,C1,C1,C0,6,2,0,0
Fc0C1Fc1C1Fv5V2LQS45,Q,C0,C3,C3,C1,0,1,0,7
Fc0C1Fc1C1Fv5V2LQS46,S,C3,C3,C0,C3,0,1,0,7
Fc0C1Fc1C1Fv5V2LQS47,V,C0,C1,C0,C0,0,2,5,0
Fc0C1Fc1C1Fv5V2LQS48,Q,C1,C0,C2,C1,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS49,V,C3,C0,C0,C6,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS50,S,C0,C3,C3,C1,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS51,Q,C0,C0,C2,C0,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS52,Q,C1,C3,C0,C3,0,2,0,5
Fc0C1Fc1C1Fv5V2LQS54,Q,C3,C0,C0,C3,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS55,Q,C0,C3,C0,C0,9,1,0,0
Fc0C1Fc1C1Fv5V2LQS57,P,C3,C2,C3,C2,0,2,0,6
Fc0C1Fc1C1Fv5V2LQS58,V,C1,C3,C3,C0,0,2,0,0
Fc0C1Fc1C1Fv5V2LQS59,P,C0,C3,C1,C2,0,2,6,3
Fc0C1Fc1C1Fv5V2LQS60,Q,C2,C0,C0,C1,0,1,0,0
Fc0C1Fc1C1Fv5V2LQS61,P,C2,C0,C1,C2,4,1,0,0
Fc0C1Fc1C1Fv5V2LQS62,Q,C2,C2,C0,C0,0,1,5,0
Fc0C1Fc1C1Fv5V2LQS63,R,C1,C0,C3,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS15,Q,C0,C3,C8,C6,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS16,P,C3,C3,C1,C0,2,3,0,5
Fc0C1Fc1C1Fv5V3LRS17,R,C1,C0,C2,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS19,S,C0,C1,C0,C0,7,2,0,0
Fc0C1Fc1C1Fv5V3LRS20,Q,C0,C1,C0,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS21,R,C1,C1,C2,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS22,P,C2,C3,C3,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS23,P,C1,C0,C0,C3,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS24,R,C0,C0,C2,C1,0,3,6,0
Fc0C1Fc1C1Fv5V3LRS26,P,C0,C0,C3,C1,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS27,R,C1,C2,C0,C2,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS28,Q,C0,C0,C0,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS29,Q,C1,C1,C0,C2,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS30,P,C0,C3,C3,C0,0,3,0,6
Fc0C1Fc1C1Fv5V3LRS31,P,C8,C0,C3,C0,6,2,0,0
Fc0C1Fc1C1Fv5V3LRS32,Q,C0,C0,C0,C2,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS33,Q,C7,C0,C6,C0,0,3,0,8
Fc0C1Fc1C1Fv5V3LRS34,P,C1,C0,C0,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS35,R,C3,C0,C0,C3,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS36,R,C0,C0,C0,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS37,V,C0,C3,C3,C0,0,3,5,0
Fc0C1Fc1C1Fv5V3LRS38,V,C0,C2,C2,C0,4,2,0,0
Fc0C1Fc1C1Fv5V3LRS39,P,C3,C1,C0,C2,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS40,V,C3,C2,C0,C2,6,3,0,0
Fc0C1Fc1C1Fv5V3LRS41,Q,C2,C0,C0,C0,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS43,R,C1,C0,C3,C1,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS45,R,C0,C0,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS46,P,C0,C5,C0,C0,3,2,1,0
Fc0C1Fc1C1Fv5V3LRS47,T,C0,C2,C1,C3,0,2,7,0
Fc0C1Fc1C1Fv5V3LRS48,Q,C0,C2,C3,C2,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS49,R,C1,C6,C0,C0,6,3,9,0
Fc0C1Fc1C1Fv5V3LRS50,Q,C2,C0,C2,C0,0,2,0,4
Fc0C1Fc1C1Fv5V3LRS51,R,C0,C0,C3,C1,0,2,0,9
Fc0C1Fc1C1Fv5V3LRS52,P,C0,C3,C0,C1,0,2,8,0
Fc0C1Fc1C1Fv5V3LRS53,V,C3,C2,C2,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS54,R,C2,C2,C1,C2,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS55,R,C2,C1,C3,C3,0,3,0,0
Fc0C1Fc1C1Fv5V3LRS56,V,C3,C0,C0,C2,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS57,R,C1,C0,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS58,R,C2,C2,C1,C0,0,3,0,4
Fc0C1Fc1C1Fv5V3LRS59,T,C2,C0,C4,C2,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS60,V,C0,C1,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv5V3LRS61,S,C3,C1,C0,C1,8,3,0,0
Fc0C1Fc1C1Fv5V3LRS62,P,C1,C3,C0,C0,0,2,0,0
Fc0C1Fc1C1Fv6V1LSS15,Q,C1,C1,C3,C0,8,0,1,0
Fc0C1Fc1C1Fv6V1LSS16,S,C9,C1,C2,C2,0,0,1,8
Fc0C1Fc1C1Fv6V1LSS17,S,C2,C0,C2,C0,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS18,R,C1,C1,C2,C0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS19,P,C0,C0,C0,C0,0,4,0,0
Fc0C1Fc1C1Fv6V1LSS20,S,C0,C0,C1,C0,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS21,V,C0,C0,C2,C2,7,0,0,0
Fc0C1Fc1C1Fv6V1LSS22,P,C0,C3,C5,C2,0,0,1,4
Fc0C1Fc1C1Fv6V1LSS24,S,C2,C0,C0,C9,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS26,Q,C1,C0,C1,C1,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS27,P,C1,C0,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS28,Q,C0,C8,C2,C0,8,0,1,0
Fc0C1Fc1C1Fv6V1LSS29,V,C1,C3,C1,C3,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS30,V,C2,C3,C0,C1,0,0,0,5
Fc0C1Fc1C1Fv6V1LSS31,Q,C2,C2,C3,C8,0,7,1,0
Fc0C1Fc1C1Fv6V1LSS32,Q,C1,C0,C0,C0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS33,S,C1,C0,C1,C1,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS34,S,C0,C3,C1,C0,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS35,S,C3,C0,C0,C1,0,0,0,7
Fc0C1Fc1C1Fv6V1LSS36,P,C3,C0,C1,C3,0,0,1,6
Fc0C1Fc1C1Fv6V1LSS37,P,C0,C0,C3,C0,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS38,Q,C2,C3,C0,C1,0,8,0,0
Fc0C1Fc1C1Fv6V1LSS39,S,C0,C1,C0,C1,0,0,0,0
Fc0C1Fc1C1Fv6V1LSS40,P,C0,C0,C0,C1,0,4,0,0
Fc0C1Fc1C1Fv6V1LSS41,S,C2,C0,C2,C0,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS42,R,C3,C0,C0,C3,6,0,1,0
Fc0C1Fc1C1Fv6V1LSS43,P,C0,C2,C5,C3,0,0,1,6
Fc0C1Fc1C1Fv6V1LSS44,P,C0,C3,C1,C0,6,0,1,0
Fc0C1Fc1C1Fv6V1LSS45,S,C0,C6,C0,C0,0,5,1,0
Fc0C1Fc1C1Fv6V1LSS46,R,C1,C3,C9,C0,4,0,0,0
Fc0C1Fc1C1Fv6V1LSS47,S,C0,C7,C0,C5,0,0,1,0
Fc0C1Fc1C1Fv6V1LSS48,R,C0,C2,C0,C0,4,0,1,0
Fc0C1Fc1C1Fv6V1LSS49,P,C0,C0,C2,C0,8,0,1,0
Fc0C1Fc1C1Fv6V1LSS50,R,C1,C2,C8,C0,6,0,0,0
Fc0C1Fc1C1Fv6V1LSS51,S,C2,C0,C0,C1,0,0,0,0
