,PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
10253,10253,0.175077,0.192057,0.226025,-0.197281,0.243052,0.677424,0.152021,-0.771815,-0.550811,0.522349,A
10254,10254,0.348353,0.077772,-1.390599,-2.505455,0.275003,-0.590972,0.319858,-2.085008,-1.259573,-0.127511,A
10255,10255,0.158925,-0.034537,0.38405,-0.225774,0.19272,-0.74989,0.289899,-0.525232,-0.437018,-0.684528,F
10256,10256,-0.021201,0.125616,0.265839,0.767651,0.271578,1.181661,0.131541,-0.309964,-0.008058,0.927384,A
10258,10258,-0.142064,-0.234989,0.585986,1.1649,0.65201,-0.774211,-0.988701,0.970879,2.144849,0.088046,Y
10259,10259,0.150109,-0.241904,-0.42498,-2.208634,0.250056,-0.587817,0.506682,-1.277737,-0.114265,-0.69083,A
10260,10260,-0.058203,0.191285,0.216698,1.281594,0.210474,1.01511,0.270947,1.104117,0.405959,0.560759,A
10261,10261,0.184828,0.567445,0.329215,-1.189157,0.128058,-0.309435,0.054962,1.083838,-0.02903,-0.785855,G
10262,10262,-0.211381,0.142216,0.25893,0.608361,0.239915,-0.545034,0.086178,1.100298,0.812393,-0.372638,E
10263,10263,0.237337,0.062238,0.16534,-0.06251,0.263211,-0.401035,0.42194,0.638997,0.663305,-0.374019,A
10264,10264,0.462799,-0.17276,-0.394511,0.433093,0.982718,0.20036,-1.085847,-0.136947,1.118145,1.238471,I
10265,10265,0.159941,-0.519128,0.098153,0.53598,0.269296,1.137806,0.213644,-0.097567,-0.207536,0.909803,A
10266,10266,0.051342,0.440428,0.216358,0.165284,0.247135,-0.114706,0.541723,0.15999,0.113543,-0.143769,F
10268,10268,0.080706,0.201495,0.244118,0.407796,0.265795,0.062268,0.571378,0.370256,-0.06322,-0.098854,F
10269,10269,0.142643,-0.310052,0.209841,0.872967,0.230479,-0.341135,0.238196,0.933646,0.345397,-0.400208,A
10270,10270,-0.038231,0.124575,0.297877,0.187155,0.227701,-0.375901,0.384054,0.14048,-0.028821,-0.72635,E
10271,10271,0.008391,0.238341,0.086684,0.03075,0.275888,0.157377,0.409067,0.149295,0.281148,-0.033301,A
10272,10272,0.221233,0.197377,0.130471,-0.924651,0.265843,-0.632938,0.515323,-0.481158,-0.015512,-0.429975,G
10273,10273,-0.038825,-0.0007,0.178646,-0.229799,0.259379,-0.866691,0.545064,0.306206,0.179805,-0.842259,A
10274,10274,-0.275282,-0.294298,0.631482,0.990763,0.711049,0.176285,-0.957403,0.979316,1.407876,1.265844,Y
10275,10275,-3.160985,1.684123,0.230198,0.575718,-5.437051,-0.388238,0.387366,1.203931,-2.171907,-0.991062,C
10276,10276,-0.101468,-0.496328,0.34204,-0.281475,0.246964,1.427586,0.391946,-2.135073,-1.171936,1.248601,G
10277,10277,0.077192,0.085734,-3.434027,-0.824405,-0.313186,-0.090088,0.715663,0.804468,0.582947,-0.007432,A
10279,10279,-0.088084,0.532451,0.106366,0.557539,0.239081,-0.348128,0.242658,0.855579,0.449307,-0.202778,F
10280,10280,0.064064,-0.303043,0.593484,-1.193099,0.247145,0.665322,0.465156,-0.574035,0.028427,0.18647,A
10281,10281,-0.038857,2.674004,0.111135,0.939629,-1.115611,0.560253,0.446098,0.18696,-0.037003,0.827276,F
10282,10282,-0.083508,-0.231518,0.431069,0.817124,0.297958,-0.923162,0.159397,-0.391425,0.039821,-0.650824,X
10283,10283,0.123164,0.186515,0.110854,0.679059,0.177891,-0.102267,0.162916,1.11092,0.25809,-0.135115,A
10284,10284,-0.12405,0.346993,0.502512,0.003032,0.269364,-0.684127,0.112091,0.933482,0.320869,-0.768015,E
10285,10285,0.172572,0.314759,0.093641,-0.042711,0.250777,-0.826501,0.094744,0.681482,0.454563,-0.625925,A
10286,10286,0.128764,0.175563,0.247937,0.552652,0.28155,0.321249,0.447863,0.149054,-0.147009,0.188732,A
10287,10287,0.128046,-0.125189,-3.058116,-1.490234,0.456907,-0.539913,0.22208,0.264103,-0.362226,-0.293489,A
10288,10288,0.304026,-0.062491,0.675521,-2.277067,0.994272,-1.815782,-0.01346,-2.14215,-0.566806,-1.409669,H
10290,10290,-0.007071,0.045038,0.199554,-0.293852,0.268403,-0.491125,0.123947,0.747248,-0.009698,-0.566849,A
10291,10291,0.021601,-0.463995,0.219217,0.672802,0.179878,0.939472,0.051439,0.383489,-0.014061,1.005564,D
10292,10292,0.139781,-0.263936,-0.034447,-1.360507,0.286635,-0.40079,0.189575,0.081477,0.035216,-0.75648,F
10293,10293,-0.181901,-0.353976,0.381401,0.097669,0.238998,1.6311,0.237958,-0.927945,-0.384023,1.381704,A
10295,10295,-0.463045,0.154591,-2.950671,0.505777,0.288974,0.821261,0.334961,0.640278,0.853421,0.58598,W
10296,10296,0.701145,-0.091261,0.08444,-0.669929,0.858773,-0.932091,-1.015766,-1.320622,0.488786,-0.250004,I
10297,10297,-3.485434,0.064389,0.880748,0.45117,-5.484825,-0.464261,0.532912,0.599941,-1.096267,-0.738493,A
10298,10298,-0.134803,0.409987,0.223632,0.738761,0.233227,0.593384,-0.006812,0.403532,0.000163,0.456615,E
10299,10299,-0.045743,-0.09441,-0.151931,-0.157862,0.205248,-0.940116,0.199957,0.744541,0.359664,-0.589069,G
10300,10300,-0.092919,0.021858,-1.234836,-0.542186,0.186625,1.637634,0.294292,-1.081158,-0.592215,1.064451,A
10301,10301,0.103123,0.316645,0.135575,0.162814,0.259736,0.269042,0.236748,-0.055996,0.31787,0.21679,A
10303,10303,-0.001862,-0.847972,0.125713,0.620435,-1.333238,1.248697,0.233458,-0.181827,0.08762,0.800655,D
10304,10304,-0.041487,-0.238958,0.355525,0.542913,-0.09813,1.154083,0.230713,-0.145638,-0.399082,1.237976,F
10305,10305,-0.356635,-0.052555,0.120252,0.576212,0.180082,-0.763932,0.432575,1.359741,0.990527,-0.687486,E
10306,10306,0.16441,0.107907,0.165937,-1.026816,0.077055,-0.081911,0.123397,1.395439,0.695129,-0.575455,F
10307,10307,-0.153979,-0.05976,0.156661,1.25158,0.254582,0.795087,0.649738,0.321112,-0.446488,0.781345,E
10308,10308,0.191221,0.243013,0.162543,-0.05292,0.259101,-0.723007,0.108093,0.64382,0.55745,-0.493213,G
10309,10309,0.540529,-0.260239,0.158082,0.50323,0.172983,0.496457,0.566694,0.253487,-0.102622,0.206523,A
10311,10311,0.954267,-0.101496,0.070183,-1.799012,0.636927,-1.739009,-1.54175,-2.47691,-1.382444,-0.549022,I
10312,10312,0.027853,-0.123299,0.266218,0.312682,0.086081,0.004892,0.478192,0.225038,0.627727,-0.11706,F
10313,10313,-0.455355,0.069768,-0.111133,1.846751,0.163921,0.266328,-0.018712,1.712187,1.859234,0.810789,X
10315,10315,-0.030124,0.119559,0.080394,-0.01512,0.235355,-0.108642,0.032554,-0.66459,-0.11896,-0.00205,F
10316,10316,0.073111,0.002691,0.350022,-0.351105,0.251997,-1.180921,0.416495,-0.857145,-0.170782,-1.120264,E
10318,10318,0.046362,-0.128258,0.347145,1.025559,0.226855,0.529452,0.708136,-0.091547,-0.922017,0.705581,A
10319,10319,0.102337,-0.225024,0.211561,0.814902,0.24032,0.385556,0.490148,0.433819,0.260454,0.108531,A
10320,10320,-0.098858,-0.22255,0.120608,0.548343,0.191942,0.808739,0.144199,-0.704017,-0.562007,0.395526,F
10321,10321,0.143308,0.093886,-0.441864,0.064656,0.31153,-1.436309,-0.024554,-3.289501,-2.828661,-1.373608,H
10323,10323,-0.084224,0.39909,0.240964,0.515642,0.213043,0.998467,0.194853,0.233422,-0.176627,1.185191,A
10324,10324,0.046841,-0.329588,0.366168,0.497398,0.274205,0.445008,0.318626,0.44025,0.332331,0.478635,F
10325,10325,-0.275732,-0.201503,-1.355674,1.962125,0.254871,0.856761,-0.045428,1.161872,1.628966,1.349941,X
10326,10326,0.023222,-0.269171,0.245979,-0.141338,0.263051,-0.000997,0.162925,-0.247241,-0.14329,-0.390236,E
10327,10327,0.002771,0.376561,0.284907,-0.029321,0.261624,-0.725137,0.168277,0.517807,0.146326,-0.772125,A
10328,10328,-0.01208,0.290344,-0.358788,-0.574104,-0.742717,-0.092948,0.623493,0.253488,0.357191,-0.385099,A
10329,10329,-0.039184,0.000718,0.267316,0.076476,0.264877,1.14431,0.083572,-0.615518,-0.257854,1.363282,E
10330,10330,0.15099,-0.245497,0.205915,-0.292433,0.255953,-0.0315,0.064623,0.241739,0.376248,-0.162618,F
10331,10331,-0.043413,-0.307437,0.39363,-0.11775,0.252179,-0.160644,0.034182,0.182186,0.430694,-0.282402,A
10332,10332,0.084748,0.077647,0.345818,0.431614,-0.9797,0.061569,0.478646,1.447044,0.797287,0.088911,E
10333,10333,0.188038,0.122388,0.327215,-0.01541,0.254975,0.121421,0.587798,-0.817419,0.056624,0.169814,A
10334,10334,-0.143674,0.002591,0.130746,1.112081,0.252059,0.876218,0.519342,0.62902,0.327714,0.748439,A
10335,10335,0.123705,0.267062,0.314901,-1.598408,0.614873,-1.061159,-1.29707,-1.922991,-1.966248,-0.864529,H
10336,10336,0.071281,0.241972,0.109926,0.577537,0.275535,0.021814,0.060794,0.503734,0.202294,0.138819,A
10337,10337,0.146463,-0.155491,0.082824,-0.090428,0.271147,0.308684,0.177114,-0.288462,-0.244958,0.236293,A
10338,10338,0.586439,-0.347908,0.110857,-0.667178,0.946021,-1.430364,-0.626865,-1.457919,0.13367,-0.025168,I
10339,10339,0.033755,0.030916,0.374597,-0.804734,0.244967,-1.090126,0.142521,-0.550118,0.119502,-0.971454,F
10341,10341,0.115109,-0.131958,0.122094,-0.464715,0.274034,-1.34963,0.239669,0.149233,0.209714,-1.037007,H
10342,10342,-3.868643,1.226526,0.279407,-0.108402,-4.109777,0.069046,0.715191,0.422849,-1.755461,-0.548181,A
10343,10343,-0.302238,0.470534,0.393683,1.744852,-0.806962,1.347483,-0.729218,0.756614,1.991942,1.341042,X
10344,10344,0.374018,0.232691,0.23634,-0.303135,0.272127,-0.257535,0.011145,0.418068,-0.068661,-0.087087,A
10345,10345,0.105856,-0.19287,0.335298,0.667355,0.238192,0.323252,-0.027399,1.171346,0.065021,0.51584,A
10346,10346,0.036215,0.338563,0.082609,0.172696,0.269313,-0.075919,0.201233,0.566619,0.380474,-0.281715,F
10347,10347,0.134215,-0.433584,0.239311,-1.204467,0.254675,-0.270032,-0.011955,-0.235785,0.426305,0.404893,E
10348,10348,0.088487,0.108411,0.342567,-0.109098,0.242476,-0.5435,0.236895,0.249787,-0.030984,-0.247276,A
10350,10350,-0.049974,-0.159156,0.702802,0.610008,0.221366,0.285415,-0.069723,1.366354,1.002279,0.396764,E
10351,10351,-0.047093,0.232264,0.339641,0.165847,0.249135,1.25886,0.027135,-0.522015,-0.373676,0.878509,E
10352,10352,0.152544,0.214864,0.164795,-0.309969,0.237607,-0.754464,0.41843,1.372928,0.653248,-0.846625,E
10353,10353,-3.498799,-0.374773,0.381663,1.215694,-5.031974,-0.359387,0.427555,1.30084,-0.579032,-0.174367,W
10354,10354,0.109898,0.199679,0.210993,0.003854,0.257779,-0.090056,0.216047,0.093477,-0.097524,0.083415,F
10355,10355,0.534936,-1.022479,0.56593,0.446563,0.952655,-1.194746,-1.006658,1.143045,1.758155,-0.308885,I
10356,10356,0.121566,0.167873,0.703753,-1.199989,0.216988,1.50565,0.087479,-0.728196,-0.244543,1.44318,A
10357,10357,0.119103,-0.24505,0.246188,-1.465084,0.096158,-0.178216,0.099201,-1.506613,-1.305658,-0.295324,F
10358,10358,0.001088,0.210762,0.273871,0.320307,0.274237,-0.199659,0.233108,0.337177,0.140325,-0.316154,F
10359,10359,-0.160682,-0.537152,0.214167,0.470152,0.21861,-0.304521,0.234386,0.305445,0.33075,-0.146368,D
10360,10360,-0.067819,-0.160698,0.39255,-0.081489,0.245584,-0.346193,0.063622,1.07546,0.545654,-0.638338,G
10361,10361,-0.309217,-0.032715,0.105568,1.466317,0.152578,1.129309,-0.921482,0.750291,1.125257,0.881455,X
10364,10364,-0.091735,-0.324659,0.244552,-0.146742,0.259861,-0.631056,0.432675,-0.41218,0.100329,-0.178394,F
10365,10365,0.056023,0.383452,0.228489,0.025426,0.230175,0.837945,0.430607,-0.784628,-0.360795,0.311834,A
10366,10366,0.204514,0.112667,0.438437,-1.048582,0.388664,-0.34708,0.507177,1.387913,0.578325,-0.158892,E
10367,10367,0.23922,-0.192599,0.074713,1.088095,0.252064,0.290577,0.090973,0.601286,-0.264014,0.447414,A
10368,10368,0.077151,0.202176,0.261486,-0.081949,0.262853,-0.817441,0.05103,0.142779,0.094755,-0.635999,A
10369,10369,0.124223,0.09475,0.141997,-0.160066,0.242756,-0.739616,0.545462,-0.660118,0.166563,-0.790532,F
10371,10371,0.070343,0.367344,0.144175,0.178769,0.240017,-0.295568,-1.810907,0.110729,0.087671,-1.213193,A
10372,10372,0.55688,0.010171,-0.027052,0.482236,0.226341,0.104648,0.206736,0.368528,-0.506572,-0.088266,A
10375,10375,-0.143969,-0.044881,0.115979,0.113304,0.057361,2.750123,0.101076,-0.8788,-1.215186,2.297282,A
10376,10376,-0.042282,-0.063495,0.183832,-0.611176,0.257864,-0.2029,0.23563,-0.014436,-0.186834,-0.405368,G
10377,10377,0.09418,0.369516,0.248259,-0.042666,0.266224,0.041052,0.420386,0.268027,0.014135,-0.13056,A
10378,10378,0.03586,0.134945,0.433811,1.595198,0.203998,1.359135,0.261615,0.593947,1.319231,0.725587,X
10379,10379,-0.241512,-0.199499,-0.261924,0.716323,0.203866,0.866277,0.25153,1.33217,1.671401,1.18697,X
10380,10380,0.191773,-0.512085,0.117555,0.238305,-0.064014,-0.443326,0.526562,0.117061,-0.058913,-0.033736,A
10381,10381,-0.152079,-0.65721,0.338744,0.065362,0.239756,1.014826,0.18788,-0.604366,-0.580978,1.23356,A
10382,10382,0.096585,-0.281549,0.248255,0.287029,0.225844,0.47028,0.324846,-0.190744,0.086865,0.426361,F
10383,10383,0.045831,-0.363013,0.141101,0.854247,0.300269,0.812097,0.566564,-1.006402,-0.628,1.4069,A
10384,10384,-0.033896,-0.235371,0.20837,1.209133,0.264424,0.503655,0.368631,0.78125,0.313046,0.44101,A
10385,10385,0.149093,0.089561,0.256487,1.162087,0.980616,-0.490793,-1.469057,0.191598,0.749186,0.026706,I
10386,10386,-0.015991,0.323765,0.158392,-0.016885,0.2638,-0.508983,0.144393,0.208467,-0.111572,-0.336636,A
10387,10387,-0.269462,-0.188522,0.15448,0.728168,0.228555,0.246702,0.038321,1.047042,0.254954,0.017693,E
10388,10388,0.019907,0.164226,0.433674,0.180102,0.198096,0.059504,-2.103129,0.795489,-0.071402,-1.191396,F
10389,10389,0.242947,0.021448,0.205095,-0.383652,-1.251624,0.572771,-0.053485,-0.973205,-0.046444,-0.02527,A
10390,10390,0.02384,-0.3207,0.404914,1.356059,0.273023,1.072115,0.453592,0.992437,1.229509,0.980784,X
10391,10391,0.151192,-0.007232,0.303019,-0.997464,0.257154,0.019548,0.158353,0.181142,0.06893,-0.353334,F
10392,10392,0.089181,0.075192,0.321607,0.736566,0.252042,-0.238835,0.188467,0.910988,0.371151,-0.073853,A
10393,10393,0.092852,0.361782,0.203823,0.782329,0.233104,1.305309,0.364104,0.240266,0.015299,1.017874,A
10394,10394,-0.29063,0.169443,0.006175,0.353667,0.221919,-0.316645,0.402296,1.381801,0.615852,-0.106374,E
10395,10395,0.159449,0.052591,0.345026,-0.155886,0.252107,-0.100067,0.028476,0.280404,-0.063956,-0.122566,F
10396,10396,-3.498799,-0.095707,-2.527388,-0.086917,-4.922215,0.689167,-0.845923,-0.126394,-0.225527,0.873767,A
10397,10397,-0.127164,-0.110805,-0.875251,0.022864,0.239552,-0.07894,0.402915,0.800116,0.623876,0.392038,A
10398,10398,0.204522,0.237412,0.254149,0.683201,0.274124,0.245241,0.366775,0.315268,-0.106128,0.158133,F
10399,10399,-0.047261,0.092237,0.148491,0.225047,0.266092,-0.148537,0.143289,0.069781,0.094714,0.034173,A
10401,10401,0.038645,-0.749338,0.115255,0.470395,0.1954,0.047414,0.217279,0.191323,-0.197794,-0.212219,F
10402,10402,-0.019719,0.148035,-0.049018,-0.790527,0.244977,0.949135,0.265456,-0.901893,-0.514589,0.917802,H
10405,10405,0.030681,-0.167583,0.4208,0.423636,0.163758,0.497529,0.168766,0.592123,0.156984,0.110502,F
10406,10406,-0.206906,-0.39908,0.468739,1.095751,0.630954,0.465952,-0.973379,1.053044,1.344954,0.830112,X
10407,10407,0.042383,0.014145,0.184474,0.695065,0.276316,0.091867,0.578436,0.637179,0.669577,-0.251353,E
10408,10408,0.174771,2.441497,0.231285,0.499346,-1.106163,0.427845,0.418143,0.482781,0.477475,-0.192063,A
10409,10409,0.467813,-0.27381,-1.070854,-0.907599,0.22793,-0.737614,0.448269,-1.056737,-0.255336,-0.542325,F
10410,10410,0.031602,-0.57867,0.118224,-0.301546,0.265275,1.914601,0.057918,-1.399403,-0.845723,1.421845,A
10411,10411,0.055867,-0.272977,0.35865,0.538186,0.277521,1.087468,0.445016,-0.706984,-0.27089,1.155067,G
10412,10412,0.153389,-0.014803,-0.011304,-0.634595,0.246967,0.009459,0.02768,-1.850153,-0.3097,-0.063073,F
10413,10413,0.458886,-0.316681,0.226246,-0.14889,0.886963,-1.272456,-1.359664,0.190074,1.616092,-0.020822,I
10414,10414,-0.025657,0.147806,0.093193,0.619957,0.262489,1.129681,0.406156,-0.232988,-0.222363,0.816202,A
10415,10415,0.044324,-0.260241,0.041142,-1.54826,0.078979,-1.002937,-0.638223,-2.260082,-1.494391,-1.01281,E
10416,10416,0.134257,-0.21143,0.173977,-0.498314,0.237197,0.328825,0.030415,-0.520086,0.064673,0.197794,F
10417,10417,-0.353295,-0.209201,0.517264,-2.112098,0.056198,-0.919124,-0.009964,-1.346493,-0.680433,-0.21987,A
10418,10418,-0.087257,0.276766,-0.099906,0.996858,0.195989,0.561574,0.307001,0.200665,0.645539,0.608775,A
10419,10419,0.170549,0.387777,0.049782,-0.109747,0.239534,-0.754783,0.493553,0.834315,0.503362,-0.76411,A
10420,10420,0.028518,-0.122664,0.325994,-0.146609,0.247317,-0.794975,0.07805,0.600776,0.633963,-0.888853,G
10422,10422,0.25516,0.130286,0.464214,-1.212789,-0.25005,1.250141,0.429734,-0.315971,-0.481352,0.710019,A
10423,10423,0.111931,0.248818,0.330498,-0.389443,0.248324,-0.732762,0.168081,0.105762,0.296615,-0.720583,F
10424,10424,0.014059,-0.059124,0.209255,-0.113285,0.163664,-0.336466,0.481894,0.264888,0.607505,-0.459354,E
10425,10425,0.177401,0.346179,-0.34413,-0.363127,0.315283,-0.808041,-1.958021,-0.466717,-0.683512,-1.586868,E
10426,10426,-0.039166,0.022045,0.094232,-0.501669,0.264901,-1.219695,0.284687,0.277688,0.592653,-1.174981,H
10428,10428,0.085077,0.034944,0.333181,1.110851,0.14502,-0.070024,0.022679,1.095953,0.268134,0.027242,A
10429,10429,0.011797,-0.242212,0.067352,1.256614,0.18176,0.417171,0.369944,1.002376,0.321627,0.395707,A
10430,10430,-0.081566,0.009202,0.71078,1.639916,0.233744,0.725028,0.41215,0.855109,0.118275,0.828885,A
10431,10431,0.2125,-0.459396,-0.105482,-0.170713,0.218436,-0.179674,-3.183268,0.047807,0.254995,-1.326291,A
10432,10432,0.03457,-0.095929,0.349393,0.949104,0.244982,-0.012947,0.024794,1.138867,0.391213,0.18999,F
10433,10433,-0.034025,0.159837,0.069243,0.782659,0.256514,1.273275,-0.021952,0.211334,0.378952,1.188398,A
10434,10434,0.024823,-0.565352,0.275485,-0.905653,0.233523,0.138926,0.224896,-0.615385,-0.466235,-0.510822,X
10435,10435,0.106369,-0.499087,0.445381,0.053154,0.106333,0.331358,0.660469,-0.458423,-0.299961,0.177785,A
10436,10436,0.17759,0.188965,0.538832,-1.095221,0.15068,-0.373014,0.346784,-0.886582,0.332438,-0.429397,A
10437,10437,0.061412,0.268107,0.293233,-1.260428,0.207872,-0.15865,0.364009,0.964507,-0.254123,-0.039524,A
10438,10438,-0.085641,-0.30728,0.353759,0.497953,0.247765,1.048289,0.377065,-0.218991,0.011255,0.883294,H
10440,10440,0.019058,0.034006,0.383814,0.99261,0.232123,1.341302,0.17435,0.398997,0.501752,1.127785,A
10441,10441,0.287564,-0.117825,0.298927,0.312532,-1.116735,0.075535,0.193246,0.944937,0.052111,-0.182282,A
10442,10442,-0.159413,0.002077,0.561279,1.652124,0.185182,0.356088,0.628201,1.081748,0.486185,-0.180856,E
10443,10443,-0.051711,-0.271418,0.291478,0.234189,0.204483,0.006514,0.119898,0.186547,0.109653,0.04123,A
10444,10444,-0.073755,0.309359,0.130303,-0.87645,0.267006,1.379774,0.576035,-0.634584,-0.426236,0.967421,A
10445,10445,-0.030934,-0.565131,0.247349,0.492837,0.252359,0.234677,0.162617,0.214478,0.097782,0.293167,A
10446,10446,-0.022959,-0.013563,0.250213,-0.466732,0.265739,-0.49005,0.038829,-0.175794,0.159516,-0.435362,G
10447,10447,-0.076649,-0.120527,0.182064,-0.02325,0.272552,0.25057,0.172747,0.165276,0.29443,0.000944,A
10448,10448,-0.03594,-0.459338,-1.328601,-0.442946,0.261916,-0.21354,0.440057,0.871318,0.460066,0.07652,A
10449,10449,-0.022756,-0.042034,0.268136,0.532109,0.244784,-0.643833,0.131777,1.122148,0.596995,-0.384266,F
10450,10450,-0.118997,0.25522,0.119102,-0.103913,0.254695,-0.133864,0.398745,-0.234853,0.570463,-0.064666,E
10451,10451,0.461286,-0.079733,0.100919,-0.393945,0.969042,-0.905385,-0.891791,-0.669074,0.956376,0.473748,I
10452,10452,0.216221,0.448422,0.300102,-0.776973,0.247003,-0.175068,0.353468,0.7786,0.147817,-0.256431,A
10453,10453,-2.537358,0.555285,0.189198,-2.813077,-1.827689,0.400978,-0.331398,-0.428308,0.305234,0.311978,A
10454,10454,0.906955,-0.234298,0.159195,-0.425282,0.96118,-1.119749,-1.446724,-0.664094,0.379183,-0.170831,I
10455,10455,0.106159,-0.224521,0.316084,0.186243,0.223822,-0.52151,0.061295,1.027788,0.636672,-0.804111,G
10456,10456,-0.08527,0.19389,0.136409,0.192301,0.267509,1.011018,0.145336,-0.426819,-0.37408,1.08113,E
10457,10457,0.027605,-0.040404,0.224746,-0.009688,0.153915,0.033536,0.040613,-0.882588,-0.860638,-0.178857,A
10458,10458,0.802148,0.107005,0.005954,-0.32937,0.18589,-0.148405,0.49294,-0.051331,0.093758,0.125117,A
10459,10459,0.191596,-0.280263,1.207947,-0.940714,-0.233717,0.286734,0.40787,1.741584,0.03767,0.089856,E
10460,10460,-0.157407,0.218083,0.346369,0.571946,0.229228,1.161213,0.25165,-0.553264,-0.450163,1.070873,A
10461,10461,-0.228796,-0.364566,-1.667162,-0.717852,0.236901,0.250975,0.09336,0.100231,0.157559,-0.485617,D
10462,10462,-0.026714,-0.357948,0.071816,-0.028535,0.23148,0.573002,0.258776,0.280612,-0.182744,0.308823,F
10463,10463,0.923676,0.194094,-0.125136,-0.653274,0.304095,2.006878,0.519507,-2.099453,-0.992624,1.290185,F
10464,10464,0.086728,0.257126,0.287371,-0.15107,0.26216,-0.411214,0.339335,-0.113577,-0.116345,-0.5952,A
10465,10465,0.178596,0.279212,0.030558,-0.439856,-1.173956,-0.085457,0.17656,0.962682,-0.146385,-0.018066,F
10466,10466,-0.176126,0.048289,0.336267,-0.068553,0.242894,-1.152825,0.177492,0.318635,0.59754,-0.911147,E
10467,10467,0.070811,-0.152555,0.238371,0.003202,0.221038,-0.554863,0.072045,0.534177,0.444812,-0.294116,E
10468,10468,-0.063934,0.347427,0.412318,-0.113535,0.18076,-0.489594,0.259508,0.622424,0.240556,-0.564222,A
10469,10469,-0.035904,-0.324508,-0.083603,1.89554,0.227524,0.901175,0.549869,1.419735,1.014922,0.930168,X
10471,10471,0.019187,-0.453995,-0.004509,0.521649,0.25025,1.295589,0.231112,-0.203402,0.027821,1.126784,A
10472,10472,0.460859,-0.45035,0.170709,-0.49438,0.99805,0.215375,-1.327304,-1.272501,0.027596,1.02222,I
10473,10473,-0.0109,-0.094744,0.058029,0.539685,0.261096,0.898875,0.40588,-0.350953,0.160915,0.722879,A
10474,10474,-0.117684,0.073615,-1.11946,-2.402467,0.172925,-0.405924,0.733424,-0.903227,-0.681927,-0.105931,A
